mpid,formula
mp-1094484,Mg2Zn10
mp-1094485,Mg2Zn10
mp-1094487,Y3Mg3
mp-1094488,Mg6Zn6
mp-1094489,Mg8Zn4
mp-1094490,Mg6Zn6
mp-1094491,Sr4Mg8
mp-1094492,Mg4Zn8
mp-1094493,Mg6Zn6
mp-1094495,Y4Mg8
mp-1094496,Y6Mg2
mp-1094497,Y6Mg6
mp-1094498,Mg5Ti1
mp-1094499,Mg3Ti3
mp-1094500,Mg6Zn12
mp-1094501,Mg4Ti4
mp-1094502,Mg8Ti4
mp-1094503,Mg8Zn4
mp-1094504,Mg4Zn8
mp-1094505,Mg4Zn4
mp-1094506,Mg4Ti8
mp-1094507,Mg4Sb2
mp-1094509,Mg6Ti6
mp-1094511,Mg4Ti8
mp-1094512,Mg8Sb4
mp-1094513,Mg2Sb6
mp-1094514,Mg6Sn2
mp-1094516,Mg4Sb8
mp-1094517,Mg4Sn2
mp-1094518,Mg8Sn4
mp-1094519,Mg6Sn2
mp-1094521,Mg4Sn8
mp-1094523,Y6Mg6
mp-1094524,Mg6Sn6
mp-1094525,Mg8Sn4
mp-1094526,Y8Mg4
mp-1094527,Mg4Sb8
mp-1094528,Zr4Sn4
mp-1094529,Mg8Sn4
mp-1094530,Sr10Mg2
mp-1094531,Y8Mg4
mp-1094532,Mg4Sb2
mp-1094533,Mg6Sb6
mp-1094534,Mg6Sb6
mp-1094535,Mg8Sn4
mp-1094536,Mg8Sb4
mp-1094537,Mg10Sb2
mp-1094538,Mg6Sb2
mp-1094539,Mg10Sn2
mp-1094540,Mg5Sb1
mp-1094541,Mg4Sb2
mp-1094542,Zr8Sn8
mp-1094543,Mg8Sn4
mp-1094544,Zr10Sn10
mp-1094545,Mg4Sb8
mp-1094546,Mg8Sb4
mp-1094547,Mg4Sb8
mp-1094548,Mg6Sb2
mp-1094549,Mg4Sb8
mp-1094550,Mg6Sb6
mp-1094551,Mg6Sb2
mp-1094552,Mg6Sb6
mp-1094553,Mg8Sb4
mp-1094554,Mg8Sb4
mp-1094555,Mg10Sb2
mp-1094556,Mg4Sb8
mp-1094557,Mg6Sb6
mp-1094558,Li1Mg5
mp-1094559,Li2Mg4
mp-1094560,Mg12Sb6
mp-1094561,Mg4Sb8
mp-1094562,Li8Mg4
mp-1094564,Mg15Sb3
mp-1094565,Mg4Sb4
mp-1094566,Mg6Sb6
mp-1094567,Li2Mg6
mp-1094568,Li4Mg4
mp-1094569,Li4Mg2
mp-1094570,Li4Mg8
mp-1094571,Mg3Sb3
mp-1094572,Mg8Sb4
mp-1094573,Li6Mg6
mp-1094574,Li4Mg8
mp-1094575,Li6Mg6
mp-1094576,Li4Mg2
mp-1094578,Li3Mg3
mp-1094579,Li4Mg8
mp-1094580,Li3Mg3
mp-1094581,Li2Mg4
mp-1094582,Li2Mg4
mp-1094583,Mg8Sb4
mp-1094584,Mg8Sb4
mp-1094585,Mg6Sb6
mp-1094587,Li4Mg8
mp-1094588,Li1Mg5
mp-1094589,Li6Mg6
mp-1094590,Li5Mg1
mp-1094591,Li6Mg2
mp-1094592,Li3Mg3
mp-1094593,Li4Mg8
mp-1094594,Li6Mg6
mp-1094595,Mg8Sb4
mp-1094597,Zr8Sn8
mp-1094598,Li6Mg2
mp-1094599,Li2Mg10
mp-1094600,Li4Mg8
mp-1094601,Li8Mg4
mp-1094602,Li2Mg6
mp-1094603,Li4Mg12
mp-1094604,Li4Mg8
mp-1094605,Li6Mg12
mp-1094606,Mg5Ga1
mp-1094607,Li8Mg4
mp-1094608,Mg6Ga2
mp-1094609,Li2Mg10
mp-1094610,Mg4Ga2
mp-1094611,Mg2Ga4
mp-1094612,Mg10Ga2
mp-1094613,Mg8Ga4
mp-1094615,Mg2Ga4
mp-1094616,Mg4Ga8
mp-1094617,Mg3Ga3
mp-1094618,Mg1Ga5
mp-1094619,Mg8Ga4
mp-1094620,Mg3Ga3
mp-1094621,Mg4Ga4
mp-1094622,Mg4Ga8
mp-1094623,Mg4Ga2
mp-1094624,Mg4Ga8
mp-1094627,Mg3Ga3
mp-1094628,Mg2Ga4
mp-1094629,Mg2Ga4
mp-1094630,Mg4Ga8
mp-1094631,Mg5Ga1
mp-1094632,Mg6Ga6
mp-1094634,Mg8Ga4
mp-1094635,Mg8Ga4
mp-1094636,Mg4Ga4
mp-1094637,Mg6Ga6
mp-1094638,Mg3Ga15
mp-1094639,Mg2Ga10
mp-1094640,Mg4Ga8
mp-1094641,Mg2Ga4
mp-1094642,Mg8Ga4
mp-1094643,Mg6Ga6
mp-1094644,Mg6Ga12
mp-1094645,Mg2Ga6
mp-1094646,Mg4Ga8
mp-1094647,Mg8Ga4
mp-1094648,Mg6Ga6
mp-1094649,Mg8Ga4
mp-1094650,Mg6Ga6
mp-1094651,Mg1Ga5
mp-1094652,Mg6Ga2
mp-1094653,Mg4Ga2
mp-1094654,Mg4Ga4
mp-1094656,Mg4Ga2
mp-1094657,Mg15Ga3
mp-1094658,Mg8Ga4
mp-1094659,Mg4Ga8
mp-1094660,Mg2Ga6
mp-1094661,Mg6Ga6
mp-1094662,Mg2Ga10
mp-1094663,Mg4Ga8
mp-1094664,Mg2Al2
mp-1094665,Li1Mg3
mp-1094667,Mg6Ga6
mp-1094668,Mg1Sb1
mp-1094669,Mg1Sn1
mp-1094671,Mg8Ga4
mp-1094672,Mg6Ga6
mp-1094673,Li1Mg1
mp-1094674,Mg8Ga4
mp-1094675,Li2Mg2
mp-1094676,Mg6Bi2
mp-1094677,Mg4Bi8
mp-1094681,Mg10Bi2
mp-1094682,Mg4Ga8
mp-1094684,Ce2Mg4
mp-1094685,Mg32Al26
mp-1094688,Sr3Mg1
mp-1094694,Mg4Cd8
mp-1094695,Y2Mg2
mp-1094697,Mg8Cd4
mp-1094700,Mg36Al22
mp-1094701,Y2Mg2
mp-1094703,Zr2Sn2
mp-1094704,Mg10Cd2
mp-1094707,Ca6Mg8Zn22
mp-1094709,Mg3Sb1
mp-1094711,Ce3Mg15
mp-1094712,Sr2Mg2
mp-1094714,Mg10Bi2
mp-1094715,Mg2Sb2
mp-1094725,Mg1Sn3
mp-1094729,Mg2Ga2
mp-1094731,Sr1Mg3
mp-1094732,Ce8Mg4
mp-1094736,Mg2Sn2
mp-1094739,La2Mg2
mp-1094741,Mg1Zn3
mp-1094742,Mg1Cd5
mp-1094746,Sr1Mg3
mp-1094747,Mg4Cd2
mp-1094750,Y1Mg3
mp-1094753,Mg2Sn2
mp-1094757,Mg4Cd8
mp-1094759,La3Mg1
mp-1094769,Y3Mg1
mp-1094770,Mg2Zr2
mp-1094771,Mg2Cd6
mp-1094774,Sr1Mg1
mp-1094776,Mg8Cd4
mp-1094777,Y3Mg1
mp-1094779,Mg1Zn1
mp-1094780,Hf2Mg2
mp-1094782,Mg1Zn1
mp-1094784,Ca2Zn6
mp-1094786,Sr3Mg1
mp-1094788,Mg2Zn2
mp-1094789,Mg3Zn1
mp-1094790,Sr2Mg2
mp-1094795,Mg3Sn1
mp-1094796,Mg15Cd3
mp-10948,Si4O8
mp-1094800,Mg1Sn1
mp-1094801,Mg1Sn1
mp-1094802,Mg1Sn3
mp-1094804,Mg4Cd8
mp-1094812,Mg4Cd8
mp-1094814,Ce2Mg6
mp-1094815,Ce4Mg8
mp-1094822,Mg4Bi8
mp-1094830,Mg2Cd10
mp-1094837,Ce8Mg4
mp-1094849,Mg1Ga1
mp-1094850,Mg1Ga1
mp-1094851,Mg1Cd3
mp-1094852,Ca2Mg2
mp-1094853,Li2Mg2
mp-1094854,Mg3Ga1
mp-1094855,La3Mg1
mp-1094857,Ca3Mg1
mp-1094858,Mg2Ga2
mp-1094862,Mg1Zn1
mp-1094863,Mg2Ga2
mp-1094870,Y2Mg2
mp-1094871,Ce10Mg2
mp-1094878,Mg4Bi8
mp-1094880,Sr2Mg2
mp-1094882,Mg1Zr1
mp-1094883,Mg1Ga1
mp-1094889,Li1Mg1
mp-1094894,Mg1Ti1
mp-1094898,Zr2Sn2
mp-1094901,Mg4Cd8
mp-1094902,Y2Mg2
mp-1094905,Mg1Ti3
mp-1094907,Mg12Cd6
mp-1094909,Mg8Cd4
mp-1094911,Mg8Cd4
mp-1094918,Ce8Mg4
mp-1094920,Mg1Zn3
mp-1094927,Mg8Cd4
mp-1094937,Mg2Cd6
mp-1094941,Mg2Sb2
mp-1094944,Sr2Mg2
mp-1094950,Mg1Ga3
mp-1094951,Mg10Cd2
mp-1094956,Mg2Zn2
mp-1094958,Hf1Mg3
mp-1094963,Ce2Mg2
mp-1094964,Hf1Mg1
mp-1094968,Y3Mg1
mp-1094969,Mg1Ga3
mp-1094970,Mg6Al2
mp-1094971,Mg1Ga3
mp-1094974,Mg1Zr1
mp-1094976,Sr3Mg1
mp-1094978,Hf2Mg2
mp-1094980,Ca1Zn3
mp-1094981,Mg4Bi8
mp-1094982,Li1Mg1
mp-1094983,Mg5Bi1
mp-1094985,Mg8Cd4
mp-1094987,Mg2Al2
mp-1094988,Mg1Sn3
mp-1094989,Ca6Mg2
mp-1094990,Hf1Mg1
mp-1094992,Mg2Ga2
mp-1094998,Ca1Mg1
mp-10950,Sr4Cu2P4O16
mp-1095001,Ca3Zn3
mp-1095005,Ca8Mg4
mp-1095012,Mg6Bi6
mp-1095013,Mg2Ga2
mp-1095014,Mg4Bi8
mp-1095016,Ca2Mg4
mp-1095024,Ti4H5
mp-1095025,Pr2Cr4B12
mp-1095026,Dy4Ag4Se8
mp-1095028,Zn3Cr1Se4
mp-1095029,Dy8B16Ir16
mp-1095030,B1C7
mp-1095035,Eu8In4Pt8
mp-1095038,La4Cu2Ge12
mp-1095046,La2Ge4Ir4
mp-1095053,Th3Sn3Rh3
mp-1095055,Fe1N3F6
mp-1095057,V2Co6
mp-1095059,In4Ga4Se8
mp-1095060,Na6Cl4
mp-1095061,Nb3Re3Si3
mp-1095063,Y4Fe4Ge8
mp-1095064,Sr2Br4O12
mp-1095065,Sm4In2Ni4
mp-1095068,Lu2B4C4
mp-1095071,Ce2Ga4Pd4
mp-1095072,Sm2P4Ir4
mp-1095073,Mo3P3Ru3
mp-1095076,Ta4Fe2B4
mp-1095079,K12Al4F24
mp-1095082,In2Ru6
mp-1095090,Ba2Mn4O10
mp-1095094,Sn4I12
mp-1095100,U4Sn2Ir4
mp-1095106,Gd2Cu4Sn4
mp-1095111,Pr2Cu4Sn4
mp-1095120,Pr3Pd3Pb3
mp-1095124,Ta2Co6
mp-1095127,U3Sb3Ru3
mp-1095128,Ti3P3Os3
mp-1095130,Dy3Si3Ag3
mp-1095131,Sr1Ta2O7
mp-1095135,Dy4Ga8Ni4
mp-1095136,La8B16Os16
mp-1095137,U2Fe2C4
mp-1095139,Sn4P4O12
mp-1095140,Er8Co4Ge8
mp-1095141,Sr4Mn2Mo2O12
mp-1095144,La4In2Ni4
mp-1095145,Ti3Re3Si3
mp-1095148,Ti3Fe3As3
mp-1095149,Li2La2Bi4
mp-1095151,Ba2Cd2As2F2
mp-1095152,Lu4In2Au4
mp-1095158,Hf3Ga3Co3
mp-1095160,Eu8In4Pd8
mp-1095161,Sm4Mn4Ge8
mp-1095163,Pt4Cl24O8
mp-1095164,Gd8B16Ru16
mp-1095168,Pr4Cu4Sn8
mp-1095177,Si4Ni4
mp-1095180,Ca8Cd4As8
mp-1095181,N12Cl4
mp-1095184,Np2Se6
mp-1095187,Nb8O12
mp-1095188,Ca2Ni2Ge2H2
mp-1095190,Dy2In2Co4
mp-1095192,Tb2Sb4Pd2
mp-1095196,Hf3Ge3Os3
mp-10952,Cu4Hg2Ge2S8
mp-1095201,Zr2Cu2Ge4
mp-1095204,Tm4Ni4Sn2
mp-1095207,Zr3P3Os3
mp-1095213,Ba2Fe4S4O2
mp-1095215,K4Mg2C4O12
mp-1095216,Nd4As4O16
mp-1095218,Ba4Th4Te16
mp-1095223,O4F8
mp-1095228,Pu9B18C9
mp-1095230,Ca4Se4O16
mp-1095231,Ba6Li8Bi8
mp-1095234,Dy4Nb4O16
mp-1095238,Eu6Ge8Ir8
mp-1095240,Ca6Ge8Ir8
mp-1095252,Sr2Fe4Se4O2
mp-1095253,Sc4Ge4Pt4
mp-1095258,Sr4Mg4F16
mp-1095261,Sc4Co4Ge4
mp-1095263,Ho4Se4F4
mp-1095265,Li4Yb4Bi4
mp-1095270,Na10Np2O12
mp-1095274,Li4Yb4As4
mp-1095275,Ge12P12
mp-1095278,Ba4Tb4Ag4Te12
mp-1095280,Sr2Fe4S4O2
mp-1095283,P4Au4O16
mp-1095284,Ba4Ge20
mp-1095287,Sc2Tl2P4S14
mp-1095289,Li4Ca4As4
mp-1095291,Li8Sn4Se12
mp-1095292,Ge4F8
mp-1095294,Si4S8
mp-1095296,Dy8Te6S8
mp-1095303,Fe2Bi8S14
mp-1095305,Nd4Sb4Au4
mp-1095312,U8Te8P4O4
mp-1095315,Ba4W4O16
mp-1095320,Lu3B3Pt6
mp-1095321,W2Br10
mp-1095323,W2O10
mp-1095324,U2In8Rh1
mp-1095333,Eu4In16Ir4
mp-1095335,Mn4S8
mp-1095337,Sm4V4O16
mp-1095338,Ba4U4Te16
mp-1095339,Dy4Nb4O16
mp-1095340,Ba4Tb4Ag4S12
mp-1095343,Ca4Mg6Si2
mp-1095352,Li4Eu4As4
mp-1095357,Ba1In9Ir2
mp-1095367,Mg1Cu2As1O7
mp-1095369,Sr6Ga8Ir8
mp-1095371,Li4Yb4Sb4
mp-1095377,Er4Sn4Pd4
mp-1095378,As4Au4O16
mp-1095380,Li4Eu4Bi4
mp-1095382,Fe10O14
mp-1095403,Ba4Tb4Cu4Te12
mp-1095406,Ba6Li8Sb8
mp-1095411,Eu2In4Ge8Ir8
mp-1095419,Ta4Cr4P4
mp-1095420,Zn2Mo2O8
mp-1095422,Yb3B3Pt6
mp-1095424,Pr4Mn2As5
mp-1095425,Li4Eu4Sb4
mp-1095429,K2U2Cl2O6
mp-1095431,Yb4Ga4Ni4
mp-1095432,H8W4
mp-1095435,Ho4Ni6B12
mp-1095437,Lu2Se2O6F2
mp-1095440,Cd4S8
mp-1095442,Hf4V4P4
mp-1095443,Sc4Fe8
mp-1095446,Rb4P4O16
mp-1095449,Hf4Ge4Mo4
mp-1095452,U6Fe4Ge14
mp-1095453,Ti4Si4O16
mp-1095454,Ho4V4O16
mp-1095457,Nd2In8Co1
mp-1095458,Ce4Ni10B8
mp-1095459,Ce2Ni8B2
mp-1095460,Hg4Sb1H1O6
mp-1095461,Nd9Co27
mp-1095464,Y4Al4Pd4
mp-1095465,Y4Ge4Rh4
mp-1095469,Tm4As4Pt4
mp-1095470,Eu4Zn2Ge6
mp-1095471,Sm4Ga4Co4
mp-1095472,Zr4Ge4Ir4
mp-1095473,Pb4Cl4O4
mp-1095476,La4Sn4Pd4
mp-1095479,Gd4S8
mp-1095481,Ti4Si4O16
mp-1095484,Pr4Al16Ni4
mp-1095485,Ba2Ge2P4O16
mp-1095487,Lu4Tc8
mp-1095489,Cu4I2O6
mp-1095491,Y4Co4Sn4
mp-1095492,Ca2Fe1Cl1O8
mp-1095493,Cd4Se8
mp-1095495,Y4Zn8
mp-1095496,Er4Ga16Ni4
mp-1095497,Y9Ir27
mp-1095498,Ba4Ni10Ge8
mp-1095499,Cs4Au4Cl16
mp-10955,Sn2Hg4Se8
mp-1095501,Tm4Si4Pt4
mp-1095504,Hf4Cu4Ge4
mp-1095505,Ti6Ge2C4
mp-1095506,Ba3Re3H27
mp-1095507,Sb4Ir4Se4
mp-1095512,Nd4Fe4Si4
mp-1095513,Sr4Cd4Au4
mp-1095514,B2C10
mp-1095515,Cd2C2N2Cl6
mp-1095516,K4Fe8Se12
mp-1095517,Eu4P4Ir4
mp-1095519,Eu8In4
mp-1095520,K6Pd12O18
mp-1095521,K4F20
mp-1095522,Y4Zn4Pd4
mp-1095528,Ho1Ge4Rh6
mp-1095529,Lu2H4Cl2O4
mp-1095532,V4Si4Ni4
mp-1095533,K4As4O16
mp-1095536,V4Ni4Ge4
mp-1095542,Rb2Li4O6
mp-1095543,Li4B4H16
mp-1095544,Sc4Ga4Pd4
mp-1095545,Zr4Tc8
mp-1095546,Re4O8
mp-1095547,Zr3Ti6Ni27
mp-1095550,Ho4As4Pt4
mp-1095553,Ta4Co4P4
mp-1095559,Yb9Ni27
mp-1095560,Zr3Al3Ni3H2
mp-1095561,Nd9Ni27
mp-1095563,Sc4Si4Ir4
mp-1095567,Er8Mn16
mp-1095568,Ce4Mg4Sn4
mp-1095571,Dy4V4O16
mp-1095573,Nb4Co4Si4
mp-1095577,Tm4B3C4
mp-1095578,Ga20Ni4
mp-1095579,Tm4Al4Pt4
mp-1095583,Dy4Ga4Pt4
mp-1095586,Li4Ga4H16
mp-1095587,La4Ga4Pt4
mp-1095589,U2Cl4O6
mp-1095591,Tm6Cu8Sn8
mp-1095593,Ho2In8Co1
mp-1095594,Tl4Ag4S4
mp-10956,La4As4Rh4
mp-1095601,Yb9Co27
mp-1095603,Y4As4Se4
mp-1095605,Gd4Al16Ni4
mp-1095607,Y4Ge4Pt4
mp-1095608,K2P2O8
mp-1095610,Zr4Ge4Pt4
mp-1095611,I4N4O16
mp-1095614,Er4As4S4
mp-1095615,Ce4As4S4
mp-1095616,Ba4Nd4Ag4S12
mp-1095617,Re4N4O16
mp-1095619,Sm9Ni27
mp-1095622,Zr2Mo4O16
mp-1095623,Al3Hg9O6F18
mp-1095624,Tb2Ga8Co1
mp-1095625,Tm4As4Pd4
mp-1095626,La8P8Au4O4
mp-1095627,Th4V4B16
mp-1095628,Y4Sn4Pd4
mp-1095630,Cs4P4O16
mp-1095634,Te4As4Ru4
mp-1095637,Pr4P8
mp-1095642,Eu8Ge4
mp-1095643,Nb4Cr8
mp-1095646,H10W2
mp-1095650,Cs4Na8
mp-1095653,Yb6Cu8Ge8
mp-1095654,Si8Ag16
mp-1095656,Lu4As4Se4
mp-1095657,Tb8Sb16
mp-1095658,Tb8Au4
mp-1095659,Yb4Al4B16
mp-1095660,Eu4In16Cu4
mp-1095661,Yb4Cu4Pb4Se12
mp-1095664,Fe4Co4P4
mp-1095665,Ca8O16
mp-1095666,Tb4Os8
mp-1095669,Hf4Tc8
mp-1095673,Cr4Co4Si4
mp-1095674,Cs8Li4Br12
mp-1095677,Np8Sb16
mp-1095679,Cu4Br2O6
mp-1095680,Pr4Ge4Rh4
mp-1095682,Fe8Mo4
mp-1095683,Nb6Ir6
mp-1095684,Sr4In4Pd4
mp-1095685,Tm6Fe8Ge8
mp-1095689,Sm4Mn8
mp-1095690,Tm8Au4
mp-1095692,Er4Co4Ge4
mp-1095694,Ag8S4
mp-1095697,La4Mg8
mp-1095760,Mn2Ga2Cu4
mp-1095773,La4Ru2Au2
mp-1095809,Cs4Rb2Sb2
mp-1095818,Y2Sc2Pd4
mp-1095835,Cr4Re2W2
mp-1095847,Be2Co4P2
mp-1095859,Ba4Al2Tl2
mp-1095894,Hf2Cd2Pd4
mp-1095920,Y4Ni2Pd2
mp-1095931,Be4Cr2Ir2
mp-1095945,La2Sn2Hg4
mp-1095991,Zr4Cd2Tc2
mp-1095998,Be2Fe4P2
mp-1096006,Nb2V2Tc4
mp-1096029,Ca2Ag4Pb2
mp-1096066,Al2Cu2Ni4
mp-10961,La20Si12
mp-1096127,Y4Cu2Ag2
mp-1096137,Zr2Ga2Cu4
mp-1096147,V2In2Ru4
mp-1096150,Sc2Be4Pt2
mp-1096151,Ca4Zn2Ge2
mp-1096198,Mn2Be2Pt4
mp-1096206,V2Cr2Mo4
mp-1096218,Y4Tl2Cu2
mp-1096246,Hf4Mn2Fe2
mp-1096257,Ti2Cr2Re4
mp-1096267,Ca2Pb2Au4
mp-1096272,Mn2Nb4Ru2
mp-1096283,Li4Ca2Cd2
mp-1096288,Li2Si4Ir2
mp-1096295,V2Cr4Mo2
mp-1096297,Nb2Fe2Ru4
mp-1096315,Ti4Fe2Co2
mp-1096320,Y4Mg2Ir2
mp-1096327,Be4Fe2Ru2
mp-1096357,Ta2Mn4Ga2
mp-1096367,Sc4Ni2Pd2
mp-1096384,Nb2Cr4Tc2
mp-1096388,Tl2Sn2Pb4
mp-1096390,Mg2Ti2Pd4
mp-10964,Ce2B4Ir4C2
mp-1096430,Ce8Se16
mp-1096431,Ce16Se32
mp-1096441,Ga4Co2Rh2
mp-1096442,Li4Zn2Ga2
mp-1096456,Sc2Zn4Cu2
mp-1096481,Mg2Zn4Ru2
mp-1096497,V4Fe2Tc2
mp-10965,Dy2Ag2Sb4
mp-1096547,Co16Ni8O32
mp-1096564,Sr4Zn2Cd2
mp-1096568,Li2Cu4Au2
mp-1096605,Ga2Fe2Ru4
mp-1096611,Zr2Sc2Pd4
mp-1096636,Cr2Si2Tc4
mp-1096637,Si2Tc4Ni2
mp-1096644,Al4Os2Rh2
mp-1096647,Be4Ir2Os2
mp-1096651,Mg4Cd2Ag2
mp-1096658,Nb4Re2Mo2
mp-1096665,Be2Fe4W2
mp-1096676,Zr2Cu4Au2
mp-1096682,V2Zn2Fe4
mp-1096734,V4Cr2Mo2
mp-1096751,Ca4In2Hg2
mp-1096764,Ca3Sb1P1
mp-1096766,Ce1Cu1N2
mp-1096767,Fe11Mo1C4
mp-1096769,Ni12Cl16
mp-1096770,Ni6Cl8
mp-1096783,Ba8V4Fe4O24
mp-1096784,Ni4As8O16
mp-1096785,Al2Zn2S5
mp-1096787,Al6Zn6S15
mp-1096788,Zn3Ga2S6
mp-1096789,Al6Zn6S15
mp-1096790,Cu4Pb4Br12
mp-1096793,Al4Zn4S10
mp-1096794,Al4Zn4S10
mp-1096795,Y3Ag3S6
mp-1096798,Sc3Ag3O6
mp-1096799,Al4O8
mp-1096801,Ba2Zr2P4
mp-1096802,Ag8Ge4Se12
mp-1096803,Mg2O4
mp-1096804,Ag2H2
mp-1096805,Ag1Br1O2
mp-1096807,Al3O9F9
mp-1096808,Ba2Fe2S2
mp-1096809,Al8Zn4S16
mp-1096810,Al4Zn2S8
mp-1096811,Al4Bi8O16
mp-1096814,Al2Zn1S4
mp-1096815,Ba6Ta8Nb2O30
mp-1096816,Al6Zn3S12
mp-1096817,Al12Zn6S24
mp-1096819,Sr2Mn2O5
mp-1096820,Al3Ag3S6
mp-1096822,Al4Zn2S8
mp-1096823,Al24Zn2S38
mp-1096824,Al3Ag3O6
mp-1096825,B6Pb1
mp-1096827,Al3Cu3S6
mp-1096829,B2Pt2
mp-1096832,Al8Zn2S14
mp-1096838,Ba4Ag8O8
mp-1096841,Ba2Mo2P4
mp-1096843,Ba1Cu1S2
mp-1096847,Ba2Cu4Ag4O8
mp-1096848,Ba2Y1Cu3S7
mp-1096849,Zn12Ga8S24
mp-1096852,Ba2Ni2Cl6
mp-1096854,Ca3As2
mp-1096855,Ba2Cu2Se2O2
mp-1096857,Ca1Cu1S2
mp-1096860,Ca4Ti2O8
mp-1096862,Cd1H1Cl3
mp-1096864,C12N4
mp-1096865,Al4Fe8B4O20
mp-1096866,Cd1O2
mp-1096867,Cd1Cu2Se2
mp-1096872,B4C6N12
mp-1096873,Ca4Mn4O10
mp-1096874,Co4As8O16
mp-1096875,Cr3Ag3O6
mp-1096876,Cd4O8
mp-1096877,Ca18Co24O54
mp-1096880,Ca2Zn2Pb2
mp-1096881,Ba1Nb4Fe2O14
mp-1096882,Cr18N12
mp-1096885,Cr6N4
mp-1096886,Cr4N8
mp-1096887,Ca4Fe4O10
mp-1096888,Cr8N16
mp-1096889,Cr4N8
mp-1096890,Cr8N16
mp-1096892,C24N8
mp-1096894,Cr8N16
mp-1096896,Cr4N8
mp-1096898,Cr18N12
mp-1096899,Cr4N8
mp-10969,Cd3C3N6
mp-1096900,Cr4N8
mp-1096901,Cr4N8
mp-1096902,Ba4Nb8Fe8O36
mp-1096903,Cr8N16
mp-1096905,Ce16Al8O36
mp-1096907,Cr12N24
mp-1096908,Cr16N32
mp-1096909,Cr8N16
mp-1096910,Cr8N16
mp-1096912,Cr28N56
mp-1096913,Cr4N8
mp-1096914,Cr3N6
mp-1096917,Cr12N24
mp-1096918,Cr8N16
mp-1096919,Cr8N16
mp-1096920,Cr3O5
mp-1096923,Cr16Fe16Co16Ni16
mp-1096925,Cs4Ba4I12
mp-1096928,Cr3N6
mp-1096930,Cu2Ag4O4
mp-1096933,Cs4Ag4O8
mp-1096934,Cr28N56
mp-1096935,Cr12N24
mp-1096936,Cs2O4
mp-1096937,Cu4I4
mp-1096939,Cu4Ge4I12
mp-1096940,Cu3B3O6
mp-1096941,Cu1S1
mp-1096942,Cs1Bi1Se2
mp-1096943,Cu3Br3O6
mp-1096944,Cs1Nb1O3
mp-1096946,Cs8V4H4O16
mp-1096947,Dy3Mn6O12
mp-1096948,Eu8H48C8I24N8
mp-1096949,Cu2Ge2I6
mp-1096952,Eu4Sn2Se10
mp-1096954,Fe16Si8S32
mp-1096958,Dy4Mn8O16
mp-1096959,Fe4Ag4Se8
mp-1096967,Fe12F36
mp-1096969,Fe3Ag3S6
mp-1096971,Ga3Ag3O6
mp-1096972,Ga3Ag3S6
mp-1096975,Fe3Cu3S6
mp-1096976,Ga3Ag3O6
mp-1096978,Eu8Sc8O20
mp-1096980,Fe3Ag3O6
mp-1096982,H2C2S1
mp-1096984,H16C8O8
mp-1096985,Ga3Cu3S6
mp-1096986,H2C2
mp-1096987,Fe1Co9
mp-1096988,Ga4Cu4Br12
mp-1096989,H24C4N4Cl4
mp-1096993,Hf2C2
mp-1096994,Hf2N2
mp-1096995,Hf2S2O2
mp-1096996,H24C4N4F4
mp-1097,Ta4B4
mp-10970,Li4Er4O8
mp-1097000,In3Ag3S6
mp-1097001,In3Ag3O6
mp-1097003,Fe4O8
mp-1097006,K1Al1H3
mp-1097008,K4O4
mp-1097010,Cu4Pb4O8
mp-1097011,I4N8
mp-1097012,Fe2Co2O4
mp-1097013,K4Ga4Te8
mp-1097014,K4Sn4Br12
mp-1097017,K4Fe4
mp-1097021,In3Cu3S6
mp-1097023,K4Fe4O12
mp-1097024,Li8Co16S32
mp-1097025,Ga4Fe8B4O20
mp-1097028,Gd1Ag1Se2
mp-1097030,Li1O1
mp-1097032,Cr32N64
mp-1097033,K12V8P8O32F12
mp-1097035,Li20Si3P3S23Cl1
mp-1097036,Li12P4S16
mp-1097038,Li2Al4H12Br2O12
mp-1097040,Li3Co3F6
mp-1097041,Ir8O24
mp-1097043,Li4Fe4F12
mp-1097047,Fe4Cu8B4O20
mp-1097052,La2Fe2O5
mp-1097053,Li8Zr8O20
mp-1097055,K20La8
mp-1097065,Li2Hf1N2
mp-1097067,Cs8Re8N16
mp-1097094,V4Mo2Ir2
mp-1097096,Ti4Cu2Rh2
mp-10971,Li4Er4O8
mp-1097129,Li2Cr2Rh4
mp-1097130,Ti2V2W4
mp-1097151,Li4Hg2Bi2
mp-1097155,Zr2Sc2Pt4
mp-1097197,Li2Zr2Cu4
mp-1097228,Li2Al4Au2
mp-1097239,Be4Ni2Ru2
mp-1097263,Cs4Rb2Na2
mp-10973,K16Ga24Cu8Se48
mp-1097310,Mn2Be2Ir4
mp-1097314,Mn2Ga2Fe4
mp-1097322,Li4Ge2Pt2
mp-1097346,Tl2In2Pb4
mp-1097395,Tl4In2Pb2
mp-1097396,Y4Ga2Pb2
mp-1097407,V4Tc2Mo2
mp-1097417,Sc4In2Ru2
mp-1097418,Y2Sc2Al4
mp-1097424,Y2Zn4Ag2
mp-1097445,Be4Co2Os2
mp-1097455,Ti2Mn4Nb2
mp-1097468,Ca2Sc2In4
mp-1097487,Mn2Nb4Mo2
mp-1097509,Zr2Sc2Cd4
mp-1097520,Ba2Li4Ca2
mp-1097526,Li2Hg4Au2
mp-1097543,Mn2Nb4Tc2
mp-1097549,Sc4Co2Cu2
mp-1097550,Hf2Ti2Be4
