mpid,formula
mp-1079066,Ta4Al2C2
mp-1079069,La4Mn4Se4O6
mp-1079070,U2Cu2Sb4
mp-1079071,Eu2Tl6
mp-1079073,Pb6C3O18
mp-1079075,Y4Ga8Pd4
mp-1079076,Hf4Pb2C2
mp-1079079,Hf3As3Ru3
mp-1079083,Si8Pd8
mp-1079085,Lu3In3Pd3
mp-1079086,U3Al3Ni3
mp-1079089,Dy2Si4Ir4
mp-1079090,Er6Sn14
mp-1079091,Pr4Cu4
mp-1079093,Tm3Si3Ag3
mp-1079097,Er3Mg3Ag3
mp-1079103,La2Cu2Sb4
mp-1079106,Ti2Fe2H4
mp-1079107,Co4N24Cl8
mp-1079110,Hf12Al4N4
mp-1079112,Y4In2Pd4
mp-1079118,Ir4Br24O8
mp-1079119,La2Fe2Sb4
mp-1079120,Nb2B4Mo4
mp-1079124,Be4B2O10
mp-1079126,Eu8Fe4H24
mp-1079127,Ti4H6
mp-1079128,Cr4Bi4
mp-1079131,V8Ir8
mp-1079133,Lu2Zn2Sn4
mp-1079135,Nd4Cd2Ge4
mp-1079136,U4In2Pt4
mp-1079139,K6Co2
mp-1079140,Al4N12F24
mp-1079141,Pr2Ge4Ir4
mp-1079148,Lu3Sn3Rh3
mp-1079155,Hf6Al2Pt1
mp-1079158,Ta3Re3Si3
mp-1079159,Ta8O12
mp-1079160,Ce4Al8Pt4
mp-1079163,Mg28Nb4
mp-1079166,Tb2Ge4Pt4
mp-1079167,Hf3Ge3Rh3
mp-1079170,Na3Zn3Br9O15
mp-1079171,Nd4Ni4Ge12
mp-1079173,Ho2In2Co4
mp-1079175,Mg2Ga2Au4
mp-1079176,Sm4Fe4Se4O6
mp-1079178,Ce4Co4Ge8
mp-1079180,Ho4Pt4
mp-1079181,Li3Os3F18
mp-1079182,Al2Pt6
mp-1079184,Mn3Ge3Rh3
mp-1079193,Ti2Cu2Ni4
mp-1079195,Sr2Mn2P2F2
mp-1079196,Sn2Pb2S4
mp-1079197,Ho2Si4Ir4
mp-1079198,Sm2Cr4B12
mp-1079203,Nd4Ge8Pd4
mp-1079204,Sm2Cu4Sn4
mp-1079205,Tb4Ni2As4
mp-1079206,Pr3In3Pd3
mp-1079207,Ti3O6
mp-1079209,Yb4Cu2Ge12
mp-1079211,Ce2P4Ir4
mp-1079214,Gd2Sn2Pt4
mp-1079217,La4Ga8Ni4
mp-1079218,Ho6Sn14
mp-1079219,U3Al3Ir3
mp-1079221,Th2Si4Pt4
mp-1079224,V12As4N4
mp-1079228,Ga4Bi1As3
mp-1079229,Mg6Pd2
mp-1079232,Cs4Hg2Pd2Cl12
mp-1079238,Zr3Re3Si3
mp-1079239,Ho6Mn1Te2
mp-1079240,Li4Al4
mp-1079241,Ce4Si14
mp-1079242,Dy3Cd3Ga3
mp-1079244,Eu4Ga4
mp-1079245,Sm3Pd3Pb3
mp-1079246,Zr3Ga3Co3
mp-1079249,Tb2H6
mp-1079250,Sm2Ni2Sb4
mp-1079251,W4N6
mp-1079253,Tb6Co1Te2
mp-1079254,Co6As3
mp-1079255,Tb8B16Ir16
mp-1079261,Er2Cu2Sb4
mp-1079262,Pt2N4Cl4
mp-1079265,Ni3P3Rh3
mp-1079266,Pr6Al2
mp-1079269,Si2Pt6
mp-1079270,Tm4Ni2Sn12
mp-1079272,Sr8Zr4V4O24
mp-1079278,Sr2Al4Au4
mp-1079281,Pb4N8Cl24
mp-1079283,La3Al3H18
mp-1079286,Ir1C4
mp-1079288,Pr2P4Rh4
mp-1079290,C6I2N2
mp-1079292,Cu1Pb2Cl2O4
mp-1079294,Tm2Cu2Sb4
mp-1079295,Er4Si4
mp-1079296,Hf2Au6
mp-1079298,Na4Tl4
mp-1079299,Ti4N8Cl24
mp-1079303,Gd4Ni4Ge12
mp-1079305,Tb4Pt4
mp-1079307,Dy6Co4Ge8
mp-1079308,Sm2As2Ru2O2
mp-1079310,Ce3Hg3Pd3
mp-1079311,Nd2P4Rh4
mp-1079312,Nd2Sb4Au2
mp-1079313,V12Ge4C4
mp-1079316,Dy2Ge4Pt4
mp-1079319,Yb3Mg3Pb3
mp-1079320,Ba2Zn2As2F2
mp-1079322,Hg4Br4N2
mp-1079323,Hf3Si3Os3
mp-1079324,Cr12As4C4
mp-1079325,Sr2As4Pt4
mp-1079326,Gd2Cl2O4
mp-1079329,Ho3Zn3Pd3
mp-1079330,Mg4V4O12
mp-1079332,Hf2Cu2Si2As2
mp-1079333,B4C2N2
mp-1079335,Er4Ni8B8
mp-1079338,Ba4Br8O8
mp-1079341,Dy3Zn3Ni3
mp-1079342,Ce3Zn3Ni3
mp-1079347,La2As4Rh4
mp-1079348,B6Os4
mp-1079355,Nd2As4Rh4
mp-1079356,Nb2Cr2N6
mp-1079357,Tb3Al3Cu3
mp-1079361,Y3Al3Cu3
mp-1079362,La2Ni2As2O2
mp-1079366,Ta3N3F18
mp-1079367,U3Al3Co3
mp-1079370,Er2H6
mp-1079377,Si4W6
mp-1079379,Nb4Br24N8
mp-1079380,Pu2Fe2C4
mp-1079383,Ce4In2Cu4
mp-1079385,Ce2Cu2Te2O2
mp-1079386,Tb3Zn3Pd3
mp-1079387,Pr3In3Ni3
mp-1079388,Nd8B16Ru16
mp-1079392,Ce2Co2Sb4
mp-1079393,Co6Si2
mp-1079394,Li3Dy3Ge3
mp-1079395,Ce4Ge4
mp-1079397,Ho2Zn2Sn4
mp-1079399,V6Fe2
mp-1079402,Ce4Si8Ir4
mp-1079405,Mn3P3Rh3
mp-1079406,Eu2Sn4Pd4
mp-1079407,Ni3P3W3
mp-1079409,Ca4N8Cl8
mp-1079414,Er2Ni4Sb4
mp-1079421,U4Hg12
mp-1079423,Ho3Sn3Ir3
mp-1079426,Tl4Si2Hg2Se8
mp-1079427,Na4Cu2O4
mp-1079428,Sm8B16Ir16
mp-1079430,Sm2B4C4
mp-1079435,Er3Mg3Pd3
mp-1079436,Na4V4N8F24
mp-1079437,Fe2B8
mp-1079439,Fe2Cl6O12
mp-1079440,Ni3As3Pd3
mp-1079443,Mn4Te4
mp-1079447,Ni4Cl8O8
mp-1079448,Pr3Cd3Ga3
mp-1079450,Co2Te2Pb4O12
mp-1079455,Ce2Ni2As2O2
mp-1079457,Cu4Br8N24
mp-1079461,Ag4I2O2F2
mp-1079464,Fe4N12F24
mp-1079467,Y2Au6
mp-1079471,Tm3Zn3Pd3
mp-1079474,Er4Sn12
mp-1079478,Pr2Ag2Sb4
mp-1079480,Tb12Ni8
mp-1079481,Al2S2Br6
mp-1079486,Ru4I8N24
mp-1079487,Nb2S4Br4
mp-1079489,Zr4In2Au4
mp-1079498,Pr4In2Cu4
mp-10795,Ta4Tl4S12
mp-1079500,Ca2Ni2B2N2
mp-1079501,Tb4In2Au4
mp-1079507,Ce2Fe2Sb4
mp-1079510,Lu4In2Ni4
mp-1079516,Cu2Cl4O4
mp-1079517,La8Mn4Ni4O24
mp-1079523,Co2O8
mp-1079529,Na4Te4O24
mp-1079533,Cr1Cd3Te4
mp-1079534,Eu4P12
mp-1079540,La2Sb4Pd4
mp-1079542,Co3Ni3As3
mp-1079544,K4Tl4
mp-1079548,Y2Cl2O4
mp-1079550,Pr2Sb4Au2
mp-1079551,Ba1Gd1Co2O5
mp-1079552,Tb4Ga8Ni4
mp-1079553,Ce3In3Rh3
mp-1079559,Cd6P6Se18
mp-1079562,U4Fe4Se12
mp-1079563,Ni4Cl8O8
mp-1079564,Eu1Cu4P3
mp-1079569,Te2N4O12
mp-1079570,Ce2Fe2As2O2
mp-1079572,La2Ni2Sb4
mp-1079573,Pr4Fe4S4O6
mp-1079575,Sm2In2Co4
mp-1079577,Ni2Cl4O12
mp-1079578,Tb2B4C4
mp-1079581,Ru4N24Cl8
mp-1079584,U4In2Ir4
mp-1079587,Yb4Pd4
mp-1079588,Nd4In2Ni4
mp-1079594,Ca3Zn1Se4
mp-1079595,Nd2In2Ni4
mp-1079596,Er4Ni2Sn12
mp-1079597,Sc3Ge3Rh3
mp-10796,Hg2Se2O8
mp-1079601,Th3Ga3Ni3
mp-1079602,Cu2I8N8
mp-1079603,Ba2Cd2P2F2
mp-1079605,Dy4Ni2Sn12
mp-1079607,Li4La4Sn8
mp-1079609,Bi1B3O6
mp-1079613,Sm2Ge4Ir4
mp-1079618,Tb4Al16
mp-1079620,Cr2Cl4O4
mp-1079621,Sm2Cl2O4
mp-1079622,Ba6Zn4As8
mp-1079623,Ta3Mn3Si3
mp-1079626,Tb2Ni2B2C2
mp-1079627,Pr3Al3H18
mp-1079632,Ba4Ce2Nb2O12
mp-1079633,Fe2Br4N4
mp-1079634,Tb4Sn2Au4
mp-1079635,Ga2Mo4C2
mp-1079636,Dy2Ni2Sb4
mp-1079641,Ti3Cr3As3
mp-1079643,Ta3Mn3Ge3
mp-1079644,Tm4Cd2Ge4
mp-1079645,K4Cd2Sn2Se8
mp-1079648,U2Ge4Rh4
mp-1079654,Sm8Mn4Ga24
mp-1079657,Ge1N2F6
mp-1079659,Ta2B4Mo4
mp-1079663,Cs2Ca1Cl4O2
mp-1079667,Tm8Co4Ge8
mp-1079670,Tm2Sb2Pb4O12
mp-1079671,Tb4Cu2Ge12
mp-1079672,K2Sn2N6
mp-1079673,Th2Se6
mp-1079677,Gd4Si8Ni4
mp-1079681,Zr2Au6
mp-1079682,Ce3Rh3Pb3
mp-1079685,La2Ni2P2O2
mp-1079686,Ba1Ho1Co2O6
mp-1079688,Hf8Cu2Si8
mp-1079689,Tl6Pt2
mp-1079690,Gd3Si3Ag3
mp-1079691,Ce2Al2H4Ir2
mp-1079694,Cs4I4
mp-1079695,V12Ge4N4
mp-1079696,U3Sn3Rh3
mp-1079697,Sm4P4Ru8C4
mp-1079698,Ce2Sb4Au2
mp-1079699,Pr3Al3Ni3
mp-10797,Ca2Si2Ni4
mp-1079700,Dy6Co1Te2
mp-1079701,U2Co2C4
mp-1079702,Cr3Ga1P4
mp-1079703,Sm2Sb4Au2
mp-1079704,Tb6Sn14
mp-1079708,N4O6
mp-1079709,Yb3Sn3Ir3
mp-1079710,U4Mo4
mp-1079715,Lu4Ni4Ge12
mp-1079716,Y2In2Co4
mp-1079723,Mg2I4N4
mp-1079725,Er6Co1Te2
mp-1079727,Lu3Sn3Pt3
mp-1079729,Sc3Mn3Ge3
mp-1079732,Te4Br24N8
mp-1079737,Os2I2N10Cl4O2
mp-1079739,Gd3Sn3Pt3
mp-1079742,Ge4N8O4F24
mp-1079743,Sm3Mg3Pd3
mp-1079744,Sm3Cd3Pd3
mp-1079745,Er4Ga8Pd4
mp-1079747,Sr4Ti4As4O2F4
mp-1079749,Tm2B4C4
mp-1079754,Ni4P4Se12
mp-1079756,Pr3Mg3Ag3
mp-1079757,La4In2Ni4
mp-1079758,Tb2H2O4
mp-1079761,Ho2Ni4Sb4
mp-1079764,La2Al4Pd4
mp-1079768,Ti4H2Pd2
mp-1079772,Ca2In4P4
mp-1079773,Nd2Ge4Pt4
mp-1079776,Hf4Co14
mp-1079779,Tb4In2Cu4
mp-1079780,La3Hg3Pd3
mp-1079781,Li2Ca2Al6
mp-1079782,Cu2N12Cl4
mp-1079783,Eu4Al4
mp-1079784,Sr1Ru2O6
mp-1079785,Y4Cd2Ge4
mp-1079790,Tb3Sn3Pt3
mp-1079792,Ce4Tl4Te8
mp-1079793,Pu3Al3Co3
mp-1079794,Lu3Si3Ag3
mp-1079795,Ga2Fe2S5
mp-1079796,Ti6Pd2
mp-1079797,Sm3Cd3Cu3
mp-1079798,Sn4C8Cl8
mp-1079799,Ba4Mn4Bi8
mp-1079800,La4Co4Se4O6
mp-1079801,Nb2Ni6H4C4
mp-1079803,Th8B16Os16
mp-1079806,Ti3Mn3As3
mp-1079810,Hf3Sn6
mp-1079815,Pr4Si8Rh4
mp-1079816,Zr3As3Os3
mp-1079819,Lu3Al3Ni3
mp-1079822,Hf4In2Pd4
mp-1079823,Hf3As3Os3
mp-1079824,Th2Co4P4
mp-1079825,Ca1Ti2O6
mp-1079826,Er3Sn3Pt3
mp-1079827,Ce2Sn4Rh4
mp-1079828,Ir2C8
mp-1079829,Ti2Cd1O6
mp-1079831,Hf3Re3Si3
mp-1079833,Sm2Co2Sb4
mp-1079836,Ga1Si3C3N1
mp-1079837,Gd8B16Os16
mp-1079838,Dy4Cd2Ge4
mp-1079839,Ba2Gd1Mo1O6
mp-1079840,Dy4Ni4Sn2
mp-1079841,Pr2Ge4Pt4
mp-1079842,Hf3Ga3Rh3
mp-1079844,Th3Ga3Ir3
mp-1079845,Mn3Ni3As3
mp-1079846,Th3Al3Ir3
mp-1079847,Cs2Fe2Br6
mp-1079852,Er3Zn3Pd3
mp-1079855,Li4Pd28
mp-1079860,Hf3Ga3Ni3
mp-1079861,Tm4Co4Ge8
mp-1079862,Sr4Tl8Pd4
mp-1079864,C4N2Cl2O2
mp-1079867,Li4Pr2Ge2
mp-1079868,Ce3Al3Cu3
mp-1079869,K4Pt2S12
mp-1079872,Pr2Fe2Sb4
mp-1079874,Er3Sn3Pd3
mp-1079878,Te4N8Cl24
mp-1079880,Er3Pd3Pb3
mp-1079881,Ce2Sb4Pd2
mp-1079886,Eu2B4C4
mp-1079887,Tb2Fe2As2O2
mp-1079890,Al8Cu4Ir4
mp-1079892,Al2W4C2
mp-1079893,Ba2Ti2Se6
mp-1079895,Np6Si4
mp-1079898,Pt2N8Cl4O4
mp-1079900,Dy4Ni8B8
mp-1079902,Sn4H16
mp-1079904,U2In2Pt4
mp-1079914,Hf4Sb4
mp-1079919,Mg6Mn2
mp-1079921,Ho4Ni4Ge12
mp-1079926,La8Zr4Ni4O24
mp-1079933,Y4In2Au4
mp-1079936,Tb4Co4Ge8
mp-1079937,Pr6Si4
mp-1079939,Fe2H8
mp-1079942,Lu4Ga8Pd4
mp-1079944,Lu2Cu2As4
mp-1079945,Sr2As6
mp-1079947,Pd6N2
mp-1079949,U3Al3Pt3
mp-1079954,Er4In2Ni4
mp-1079958,Lu3Sn3Ir3
mp-1079959,Th2Ge4Ir4
mp-1079966,Cr3Ni3P3
mp-1079968,U3Ga3Fe3
mp-1079969,Mn3As3Ru3
mp-1079970,Se4Br24O8
mp-1079971,Sr4Zn2Mo2O12
mp-1079974,Dy3Sn3Rh3
mp-1079976,Tm4Ni4Ge8
mp-1079977,Ce3Cd3Pd3
mp-1079978,La1Nb2O7
mp-1079984,Ba4Al4
mp-1079988,La8Al8Ge4
mp-1079993,Th2Ag2P2O2
mp-1079994,Y4Ni8B8
mp-1079995,Yb4Pr4S12
mp-1079997,V2Pt16
mp-1079998,Co4I8N24
mp-1079999,Zr4Ni2P4
mp-1080013,U3Al3Ru3
mp-1080016,Tl6Ir2
mp-1080018,Th2Co4Sn4
mp-1080023,Mo4Os4Pb8O24
mp-1080026,Ce2Sn4Pd4
mp-1080029,Ba4Mn4Se4O2F4
mp-1080031,Co2Cl4O12
mp-1080033,Si3Ni3Pd3
mp-1080037,Th2Si4Ir4
mp-1080041,Cs8Na4Bi4Cl24
mp-1080042,Ir4C16
mp-1080051,Zr6Ga2Ni1
mp-1080052,Li2I2O6
mp-1080055,Np2H6
mp-1080057,Ce4Cu4Si8
mp-1080061,Dy2Si4Pt4
mp-1080064,Dy3Mn3Ga3
mp-1080066,Li4Tm4Sn8
mp-1080067,Er4Co4Ge8
mp-1080068,Cu2C2O6
mp-1080069,Tb4Sn12
mp-1080070,Ti3Pd5
mp-1080074,U2Cu4Sn2
mp-1080076,Sr2N1O6
mp-1080077,U3Ga3Pt3
mp-1080079,U2Al4Au4
mp-1080080,La4Al4O12
mp-1080083,Pr2P2Os2O2
mp-1080085,Pr3In3Cu3
mp-1080087,Cs2Yb2S4
mp-1080089,Ta3Fe3B3
mp-1080096,Pt2S12N4
mp-1080098,Nd6Al2
mp-1080104,Pr8B16Ir16
mp-1080105,Ce2As2Ru2O2
mp-1080107,U8Co8
mp-1080109,Cu4S3N1
mp-1080110,Ti4N12F24
mp-1080111,B18Mo6
mp-1080113,Sc2Fe2C4
mp-1080116,Sm2Cu2Sb4
mp-1080118,Dy4In2Ni4
mp-1080119,K6Pt3O18
mp-1080121,K4Se12
mp-1080124,Cd4Cl16
mp-1080129,Sm3Sn3Rh3
mp-1080130,U4Sn2Pt4
mp-1080131,Cu4Si2Hg2Te8
mp-1080132,Eu2Hg6
mp-1080133,Sr4Ga12Pd4
mp-1080142,Co4N24Cl12
mp-1080144,Sm2Ni4Sn4
mp-1080146,Pu6Si4
mp-1080149,Yb1Cu2S2
mp-1080150,Mo3W1Se6S2
mp-1080172,Ti4N8
mp-1080173,Ce2Cu4Sn4
mp-1080176,Gd2B4C4
mp-1080177,Pu3Al3Ni3
mp-1080179,Pr2Ni4Bi4
mp-1080180,Eu2Ge4Pt4
mp-1080181,Pr4In2Ni4
mp-1080183,La2P4Rh4
mp-1080184,La4I4O12
mp-1080187,Mn1Hg1O3
mp-1080191,Pd3N2
mp-1080193,Mo2N4
mp-1080194,Re6N10
mp-1080198,Pb6N4
mp-1080199,V6N8
mp-1080200,Cr2N4
mp-1080201,Re12N16
mp-1080202,Fe2N4
mp-1080203,Cu4N4
mp-1080204,Mn12N16
mp-1080242,Pb9N12
mp-1080243,Mg3Mn3O6
mp-1080252,Ce8Se16
mp-1080265,Ce3Se6
mp-1080275,Ce4Se8
mp-1080279,Ce1Se2
mp-1080280,Ce4Se8
mp-1080285,Ce4Sb8Se16
mp-1080286,Ce8Sb8Se20
mp-1080287,Ce8Sb8Se20
mp-1080294,Ce1Se2
mp-1080319,Ce2Se4
mp-1080330,Ce2Se4
mp-1080340,Ce4Se8
mp-1080347,Ce4Se8
mp-1080381,Sm1B2Ir3
mp-1080382,Er4In4Pt16
mp-1080384,Dy4In4Cu16
mp-1080386,Pr4Si4Pt4
mp-1080388,Pu4Pt20
mp-1080399,Th2B4Rh4C2
mp-10804,Na4Y4P4O16F4
mp-1080419,Sm2Bi4Au2
mp-1080427,Tm3Sn3Ir3
mp-1080432,K8Se8O4
mp-1080433,Yb4Ni4
mp-1080439,P8Ru2
mp-1080442,U3Ga3Pd3
mp-1080445,V4N8Cl24
mp-1080446,K4Os2O12
mp-1080448,Al4Pt12
mp-1080451,Tb4Pd4
mp-1080452,K3Cd12As9
mp-1080453,Nd2As2Ru2O2
mp-1080454,Dy3Pd3Pb3
mp-1080457,K6Sn3N18
mp-1080463,Hf3P3Os3
mp-1080466,Nb4Pd2S12
mp-1080467,K3Cd12P9
mp-1080469,Hf2Cu2Ge4
mp-1080470,Ba8Sm4Os4O24
mp-1080472,Pt4N8Cl24
mp-1080474,Fe2N2Cl6
mp-1080475,Zn4Br8N8
mp-1080476,Fe2H6
mp-1080480,Ce4Si8Ag4
mp-1080481,Sb2Cl12O4
mp-1080485,Nd4Pt4
mp-1080486,Ti3Fe3P3
mp-1080489,Hf3Ge3Ru3
mp-1080493,Y6Au4
mp-1080495,Zr3Ga3Pt3
mp-1080496,Gd3In3Au3
mp-1080501,Li4Zn2Si2
mp-1080515,Nd8B16Os16
mp-1080518,Hf3Sn3Rh3
mp-1080522,Y4Sn12
mp-1080523,Ho12Ni8
mp-1080524,La2Al10Ni4
mp-1080526,Zr6Ga2Fe1
mp-1080527,Sn4Br24N8
mp-1080528,U3Al3Ni1Ru2
mp-1080530,Pr4Mn4Si8
mp-1080531,Tb2Ge4Ir4
mp-1080533,U2Si4Au4
mp-1080536,Pt4N8F24
mp-1080538,Cu2Br8N4O4
mp-1080543,Np4In2Pd4
mp-1080544,Gd3S3I3
mp-1080545,Th6Al6Co6
mp-1080546,La2Ge4Pt4
mp-1080550,K2O4F2
mp-1080554,Ti4H3Pd2
mp-1080556,Eu4Ni4Ge8
mp-1080558,Nd2Ge4Ir4
mp-1080559,In2Ga4Au4
mp-1080560,Nd3Al3Cu3
mp-1080562,U3Sn3Pt3
mp-1080568,Pr2Ni2Sb4
mp-1080569,Tl6Au2
mp-1080572,Nd4Co4Ge8
mp-1080573,V12P4C4
mp-1080577,Ho4Sn12
mp-1080579,Nd4Cd8Pd4
mp-1080586,Sn16Ir4
mp-1080587,Cd2N2Cl6
mp-1080588,La4Cu4Ge8
mp-1080590,Dy2Au6
mp-1080591,Ca2Fe2As2F2
mp-1080594,Dy3In3Cu3
mp-1080595,Gd8Co4Si8
mp-1080600,Yb4Al8Pd4
mp-1080603,Fe14Co2
mp-1080605,Mg3Ga3Au3
mp-1080609,In2Si2C2N2
mp-1080611,Ca4In8Ni4
mp-1080612,Gd3Al3Cu3
mp-1080617,Ge2H8
mp-1080619,Tm2Zn2Sn4
mp-1080622,K3Rh3F18
mp-1080624,Y3In3Cu3
mp-1080625,Sr4Li2Re2O12
mp-1080643,La4Fe4Si8
mp-1080645,Dy4Fe4Ge8
mp-1080646,Y2Si4Pt4
mp-1080653,Fe3Ni3P3
mp-1080654,La3Pd3Pb3
mp-1080657,Si2S8
mp-1080658,Li4Er4Sn8
mp-1080659,Os4C4
mp-1080661,Gd4Sn2Au4
mp-1080665,Sc3P3Ir3
mp-1080670,Sr8La4Co4O24
mp-1080672,Th8B16Ru16
mp-1080683,Cs2Eu2S4
mp-1080687,Tc1N2F6
mp-1080689,Lu4Te12
mp-1080691,Rb4Sn2Hg2Te8
mp-1080693,Cs8Bi8Pd4
mp-1080696,U2Cu4Sn4
mp-1080698,Fe6B2
mp-1080703,Pr3Al3Pd3
mp-1080708,Ce4Cu4Ge8
mp-1080709,Nd4Au4
mp-1080710,Ho4In2Au4
mp-1080712,Li4Sm4Sn8
mp-1080713,Er4Ni4Sn2
mp-1080715,Sc3Si3Ru3
mp-1080718,Dy2Ni4Sb4
mp-1080722,Nd4Cd2Cu4
mp-1080723,Hf2Cu2Ge2As2
mp-1080725,Sn2H8
mp-1080726,Zn3Cr1S4
mp-1080727,Sn4N4F12
mp-1080729,Ce4P4Ru8C4
mp-1080733,Hf3Co3Sn3
mp-1080734,Ce8B16Os16
mp-1080738,Sn8Mo4Os4O24
mp-1080739,Eu6S4F8
mp-1080740,Pr3Mg3Pd3
mp-1080743,Er4Cu2Ge12
mp-1080746,Dy2Ni4Bi4
mp-1080747,Sc2Al2C2O2
mp-1080749,Cs8Fe8O16
mp-1080753,Na4Pb8I4O24
mp-1080756,Er2Au6
mp-1080757,Ta4Cr2B4
mp-1080762,Np4Ga16
mp-1080767,Eu2Bi4Pd4
mp-1080768,Lu3Sn3Pd3
mp-1080769,Hf3Mn3Ge3
mp-1080771,Na1Cl7
mp-1080773,Pr2As4Rh4
mp-1080775,Pr2In2Ni4
mp-1080777,Pr4Fe4Se4O6
mp-1080778,K6Re3
mp-1080779,Y2Zn2Sn4
mp-1080782,Ba2Cl2O6
mp-1080783,Ho4Fe4Ge8
mp-1080784,Li4Ho4Sn8
mp-1080785,Th3Al3Rh3
mp-1080787,Sr4Gd2Ru2O12
mp-1080791,U2Cu2Bi4
mp-1080792,K2I2Cl4O2
mp-1080794,Tb4P4Ru8C4
mp-1080796,Pu2In14Pt4
mp-1080799,Cu1N1F3
mp-1080800,Th2Co4As4
mp-1080801,Nd4Lu4S12
mp-1080803,U3Sn3Ir3
mp-1080805,Ag4As2S8N2
mp-1080806,Tm3Sn3Pt3
mp-1080814,Lu4In2Cu4
mp-1080816,Cr12P4N4
mp-1080817,Nb3Fe3B3
mp-1080821,Ba2F6
mp-1080824,Fe6Ni6As6
mp-1080829,Ti6Ge2B1
mp-1080831,As3Pd6
mp-1080834,Na10As8
mp-1080835,V4Ga2C2
mp-1080840,K6Sm2N12
mp-1080842,Ba8U4Pb4O24
mp-10809,Ag1Sn1F6
mp-10816,Nd2Ag2As4
mp-1082,V1Ir3
mp-1083,Np1B2
mp-10834,Rb4Nd8Cu4S16
mp-10838,Na2Yb2P4S12
mp-1084,Zr4B48
mp-10847,Ni4Sb4Se4
mp-1084748,Ni4N24Cl8
mp-1084749,Ti1Zn1Bi2O6
mp-1084754,La2As2Ru2O2
mp-1084759,Tb3Sn3Rh3
mp-1084760,Ca2B2O6
mp-1084761,Cr4In2Pd4
mp-1084762,Mn4Re4Pb8O24
mp-1084767,Zr4In2N2
mp-1084770,K8Bi4Au4
mp-1084785,K8Al8O16
mp-1084794,Nd3Cd3Ga3
mp-1084797,Ho2B4C4
mp-10848,As4Pd4S4
mp-1084800,V3Ge6
mp-1084801,Ba1Er1Mn2O5
mp-1084804,Nd2B4C4
mp-1084808,Yb4Au4
mp-1084809,Pr3Cd3Cu3
mp-1084813,Nd4Cu4Ge8
mp-1084826,Nd8Co12
mp-1084828,La6Al2
mp-1084832,Fe10Co6
mp-1084834,K6Tc3
mp-1084844,Er3Si3Ag3
mp-1084847,Tb4Te12
mp-1084850,Ni2Cl4O12
mp-10849,As4Pd4Se4
mp-1085,U8Os16
mp-10853,Pr2B4C4
mp-10854,Tb2B4C4
mp-10856,Er2B4C4
mp-10857,Tm2B4C4
mp-10858,Lu2B4C4
mp-1086,Ta4C4
mp-10860,Ce2Ni4B4C2
mp-10862,Ho4Ge12Pd2
mp-10863,Li8Yb10Ge8
mp-10866,Np2Ge4Pd4
mp-1086653,Yb2B4C4
mp-1086656,Tb2Ni4Sb4
mp-1086660,Nb4Fe2B4
mp-1086665,Nd2Co2As2O2
mp-1086666,Sr4Ta2In2O12
mp-1086667,Sc2Ni2C4
mp-1086668,La4Sn8Rh4
mp-1086669,Ni2P4W2
mp-1086672,Mn4O12
mp-1086673,Dy4Te12
mp-1086674,Yb4Co4Ge8
mp-10867,Pr2P2Pd2
mp-10868,Sm2P2Pd2
mp-10870,Zr10Zn2Sb6
mp-10871,Al1Au1
mp-10872,Hf4Al4Au8
mp-1087226,Na2Al4Sb2
mp-1087230,Si4Mo6
mp-1087231,Yb4Ge12Pd2
mp-1087235,Tb4Ni4Ge12
mp-1087236,Ba4As2Se8O6
mp-10873,Sc4Al4Au8
mp-1087471,Fe2Cu4Ge2Se8
mp-1087473,Lu3Zn3Pd3
mp-1087474,Pr2Cl2O4
mp-1087475,Nb2Cr2N4
mp-1087476,K4Mg10Sn6
mp-1087478,Dy4Ni4Ge12
mp-1087480,Lu3Al3Au3
mp-1087485,Y3In3Pd3
mp-1087488,In2Mo2S4
mp-1087492,Li4Zn2Si2
mp-1087494,Yb3Pd3Pb3
mp-1087495,Tc12B4
mp-1087496,Np2Cu2P2O2
mp-1087497,V10Se8
mp-1087498,Ce2As4Rh4
mp-1087499,Ni3P3Pd3
mp-1087501,Nd4Ge8Rh4
mp-1087502,Ho4Pd4
mp-1087505,U2Fe4B12
mp-1087507,Ce2B4C4
mp-1087509,P8Os2
mp-1087511,U2Fe2As4
mp-1087512,Tm4Te12
mp-1087513,Tb8Mn4Ga24
mp-1087517,Nd3Zn3Pd3
mp-1087519,C4Br2N2O2
mp-1087523,Tm3Al3Ni3
mp-1087531,Cs2B2O12
mp-1087532,Cs2Lu2S4
mp-1087537,Cr3P3Pd3
mp-1087539,Er4Fe4Ge8
mp-1087542,U2Ni2C4
mp-1087547,Eu4Cu4
mp-10877,Ca2Al16Cu8
mp-10878,Ca2Mn8Al16
mp-10879,Ce1Al1
mp-10881,Ce3Al1N1
mp-10883,Al4Cr4Co8
mp-10884,Al4Fe4Co8
mp-10885,Al4Cr4Ni8
mp-10886,Al3Cu2
mp-10887,Hf4Al4Cu8
mp-10889,La3Al1
mp-10891,Mn4Al4Pd8
mp-10892,Mn2Al2Pt2
mp-10893,Mn4Al4Pt8
mp-10895,Mn8Al4V4
mp-10896,Y2Mn8Al16
mp-10897,Pr1Al2Ni3
mp-10898,Sc4Al4Ni8
mp-10899,Al4V4Ni8
mp-1090,Fe2Se2
mp-10900,U4Al6Os2
mp-10901,Al3Pd2
mp-10902,Pr1Al1
mp-10903,Al1Pt1
mp-10904,Al4Pt4
mp-10905,Al3Pt2
