formula
Ac2S3
Ac3Br
Ac3Cr
AcDy3
AcF3
AcH2
AcLa
AcMg5
AcNb3
AcSm3
AcYb3
Ag3F
AgF
AgGe3
AgI2
AgO2
AgSe5
Al5Re24
AlAs
AlCl3
AlPt
As2W
AsPd2
Ba3Ag2
Ba4Al5
BaAg
Be12Ag
Be2Ag
Ca2As
CaAg2
CoAs
Cs2As3
CsAl
Dy3As
DyAg2
Er3Al2
ErAg
Eu2As3
Eu3Ag2
FeAg
H2O
HfAl
HfAu2
HoAs
La4As3
Li2Al
Li3Ag2
LiAg3
Mg17Al12
Mg3Ag
Mg3As2
Mg41Al67
Mg5As
MgAs
MgAs4
Mn2As
Na3Al
Na5As4
NaAc
NaAs2
Nb3As
NpAg3
Pr3Al
PrAs2
PrAs3
SbAs
Sc7As3
ScAl3
ScAu4
Sm3Au
Sm4As3
SmAl
SmAl4
Sr3As
Ta2Al
TaAl3
Tb2Al
Tb2Al17
Th3Al2
Th3As4
ThAl2
Ti2Ag
TmAl2
TmAs3
U4Al
UAs
VAs
Y2Al
Y4Al
Yb3Al
Yb4As3
Zr7As4
