formula
Ac2AgPb
Ac2GaSi
Ac2IrPd
Ac2Mg
Ac2NiGe
Ac2YbMg
Ac2ZnSi
Ac3Ce
Ac3Cr
Ac3Ho
Ac3I
Ac3Lu
Ac3Np
Ac3Tl
Ac3Zn
AcAg2Pb
AcDy3
AcF3
AcGa3
AcHgTe2
AcNb3
AcNdMg2
AcSiO3
AcYbGa2
Ag(AuS)2
Ag(BCl)6
Ag(Bi2S3)3
Ag(BiSe2)3
Ag(CO)2
Ag(OsO3)2
Ag(TeMo)6
Ag12SBr
Ag12Sn7H16(Se11N2)2
Ag13As3(IO3)4
Ag13OsO6
Ag15Bi7I40
Ag15W7N19
Ag16HgAs4S15
Ag2BBr
Ag2Bi2S3Cl2
Ag2BiSbTe4
Ag2Br3
Ag2CSNClO4
Ag2F
Ag2H12S(NO)4
Ag2H2IOF
Ag2H3IO6
Ag2Hg7(As2I3)2
Ag2Hg7(P4I3)2
Ag2HgO2
Ag2HgSI2
Ag2IO6
Ag2Mo(I2O7)2
Ag2PO3F
Ag2PSe3
Ag2PbI4
Ag2PbO2
Ag2PdO2
Ag2S(NO)2
Ag2SO4
Ag2SnBiS4
Ag2TeO3
Ag3As
Ag3BiBr6
Ag3C2(NO3)2
Ag3F
Ag3I(NO3)2
Ag3Mo3AsO13
Ag3N5O6
Ag3P2N(O3F)2
Ag3Pd
Ag3SI
Ag3SI3
Ag3SbTe4
Ag3SbTe6
Ag3SeNO3
Ag3Sn2(GeP2)3
Ag3Te2Au
Ag4AuS2
Ag4Bi2O5
Ag4Mo2Se3O16
Ag4S(NO)2
Ag4SI
Ag4Se(IO2)2
Ag4Sn2(HgSe3)3
Ag4Te(ClO3)2
Ag4Te(NO3)2
Ag4TeO5
Ag5CF4
Ag5GeO4
Ag5Hg4P8Cl5
Ag5P(S2Cl)2
Ag5Te2Br
Ag6Ge(S2Br)2
Ag6Hg(P10I)2
Ag6HgGeSe6
Ag6Mo2ClO7F3
Ag8GeTe6
Ag8Hg(AsO5)2
Ag8S
Ag9(SI)4
Ag9P14(OF)28
Ag9Te4Br3
AgAs
AgAs3H2O9
AgAsC4S8(N2F3)2
AgAsO3
AgAsS
AgAsS16N16(O4F3)2
AgAsS6N4(OF3)2
AgAuO2
AgB11H6CBr6
AgBH2OF4
AgBi2Se3Cl
AgBiI4
AgC2S2N3
AgC2S2N4Cl
AgC3N3O
AgC4(BrO)2
AgC4OF9
AgCN
AgCN3O2
AgCS2(O2F)3
AgCSN
AgF3
AgGeBiTe3
AgH2C2N3O
AgH2C7O3F5
AgH2ClO5
AgH3BrN
AgH3CN3O4
AgH3O2
AgH4CSN2Cl
AgH4WS4N
AgH6C4(NO)2
AgH7CN8O7
AgH8C4N8F
AgH8C7S2O2F7
AgH8O5
AgHg
AgHg2AsO4
AgHg3As2Cl3
AgHgAsO4
AgHgAsS3
AgIO3
AgIrF7
AgMo6Br13
AgMoPO6
AgP(NO)2
AgP(OF)2
AgP(XeF5)2
AgPHNO2
AgPb2Br5
AgPb2Cl3OF
AgPb4ClO4
AgPbBrO
AgPd3Se
AgRh
AgRu2N3
AgSb(S8F3)2
AgSb(SeF3)2
AgSbC6N4(OF3)2
AgSbH2C2(NF3)2
AgSbPbS3
AgSe5
AgSn3
AgSnAu2
AgSnSe2
AgTe2Au
AgTe3
AgTe3I
AgTe4Au
AgTeO3
AgW2(Br3O)2
AgWS4N
Al(ClO2)3
Al(CoS2)2
Al(CrB)2
Al(CuO2)3
Al(CuRe)2
Al(CuSe2)3
Al(FeB)2
Al(FeO2)3
Al(HO)3
Al(NCl)3
Al(NiO2)2
Al(SeCl)4
Al(WF5)3
Al10V
Al11(CoSi)6
Al12Ru
Al13(CrSi)4
Al13(CuSe8)3
Al13Si5ClO38
Al14Co5Si2
Al17(Re2Si)2
Al17(SiPd2)4
Al2(CuS2)3
Al2(FeO3)3
Al2(FeSi)3
Al23V4
Al2AgCl5O
Al2B3HO8
Al2Bi7Ru(BrCl4)2
Al2BiS4
Al2Br7N
Al2CO
Al2CoCl8
Al2Cr3CuS8
Al2CrIr
Al2CrO5
Al2CrTc
Al2Cu2Bi2S3Cl8
Al2Cu2Ni
Al2CuO4
Al2CuRh
Al2CuSi2O7F2
Al2CuTc
Al2Fe(PO9)2
Al2Fe3(SiO4)3
Al2Fe3F15
Al2Fe3Si4
Al2FeN3
Al2Ge(HO3)2
Al2Hg5Se8
Al2IrOs
Al2Mo2O7
Al2Mo3
Al2RhC4Cl7O4
Al2Sb5(Se2Br3)3
Al2Si(O2F)2
Al2Si2H8N2O9
Al2SiAg7
Al2Sn
Al2SnCl6O
Al2Te2Cl7
Al2Te3
Al2V3(SiO4)3
Al2VCl8
Al2VNi9
Al2ZnTe4
Al3(BRu2)2
Al3(MoSe2)4
Al39Fe7Cu24
Al3Bi5Br12
Al3Co(W3C)3
Al3Co3Si4
Al3Cr
Al3Fe2Si
Al3Fe2Si3
Al3FeSi2
Al3FeSiBO9
Al3GeW2
Al3H
Al3Os2
Al3P
Al3Pt
Al3Pt2
Al3Ru
Al3Si3Ag4IO12
Al3SiPd4
Al3Tl
Al3Tl4Fe(As2O7)4
Al3W3C4
Al3WC4
Al4(NiO4)3
Al4CN3O
Al4CO
Al4CO4
Al4CrS8
Al4Fe2CuP4(H8O13)2
Al4Re12B
Al4SiPd
Al4W
Al4Zn3Cr2O12
Al5(BiSe4)3
Al53Fe17Si12
Al5AgS8
Al5C3N
Al5FeNi
Al5Re24
Al5S8
Al5WN7
Al6GeW
Al6H16C5(Cl2O)6
Al6Tc
