mpid,formula
mp-1101823,Cd1N4O6
mp-1101826,Ir9S24
mp-1101828,Tb4As4S4
mp-1101836,Gd2H4Cl2O4
mp-1101841,P4Os4Se4
mp-1101848,Nd8Al4
mp-1101850,Ho6Cu8Sn8
mp-1101851,Mg8Si4
mp-1101854,Li2B22
mp-1101855,Tm4Ga4Ni4
mp-1101862,Na2B2H8
mp-1101864,Pr4O8
mp-1101867,Zr4Cu4Sn4
mp-1101870,Ti4Fe4P4
mp-1101871,Sm2Ga8Co1
mp-1101873,Er4S8
mp-1101882,Nd9Ir27
mp-1101883,Cu6N8Cl8O2
mp-1101884,Ca4Ni20
mp-1101885,Na8P4S12
mp-1101887,Y6Cu8Si8
mp-1101891,La4Sb4Se4
mp-1101892,Ce4As8
mp-1101894,Fe4As4Se4
mp-1101901,Re4N8
mp-1101908,Nd6Ni4Sn14
mp-1101909,V2Cl10
mp-1101912,Ba4Si4Pt4
mp-1101924,Ni3S3O27
mp-1101926,Eu6As6
mp-1101930,Mg6O6
mp-1101933,Ag2Cl2O8
mp-1101934,Ca2Ga2H8
mp-1101941,Ti4Os8
mp-1101942,La8Sb16
mp-1101945,Yb2Ni8B2
mp-1101946,Tb4As4Pd4
mp-1101948,Nb4P4Rh4
mp-1101950,Sb4Pt4Se4
mp-1101952,Hf4Si4Ni4
mp-1101953,Ho4Os8
mp-1101959,Zr4Ge4Rh4
mp-1101964,Pu4B16Ru4
mp-1101967,Nb4Co4As4
mp-1101969,Ti4S8
mp-1101971,Fe4P4S4
mp-1101972,Cd4F8
mp-1101973,Yb4As4Pt4
mp-1101981,Sr2Ge2P4O16
mp-1101982,V4Co4P4
mp-1101987,Li4Ti2O4F12
mp-1101992,Ta8Ni4
mp-1101994,Eu4Re8
mp-1101995,Nb4Ni4Ge4
mp-1101998,Li4Fe4As4
mp-11020,Ga2Ag2O4
mp-1102001,Al4N4F16
mp-1102011,Ti4H6Pd2
mp-1102015,Th4Tl4Cu4Se12
mp-1102017,Cd4Br4O4
mp-1102018,Hf4P8
mp-1102021,Tb4P4O16
mp-1102023,Hg2Pt4Se6
mp-1102024,Yb4Mn8
mp-1102025,P2Pb2O8
mp-1102030,Y4Tc8
mp-1102032,Hf4Ni4P4
mp-1102033,Er4As4Se4
mp-1102035,Sm4Re8
mp-1102036,Ni12P12
mp-1102039,Ce4In16Ni4
mp-1102040,Ca4Sn4Pt4
mp-1102042,Ti4Cu4Ge4
mp-1102043,La4Os8
mp-1102047,Lu4Co4Sn4
mp-1102049,Ta9Be27
mp-1102055,La4As8
mp-1102064,Mg8Al16
mp-1102065,Ho9Al27
mp-1102067,Pu8Sn16
mp-1102073,Sr4Cd4Pt4
mp-1102077,Na4Al4F16
mp-1102079,Tm4As4S4
mp-1102080,Sc4Si4Pd4
mp-1102082,Bi8Se4
mp-1102083,Ba4Mg4F16
mp-1102084,Dy4Tc8
mp-1102087,Te4O8
mp-1102090,Ga8Au4
mp-1102092,Na2Fe2S4O16
mp-1102093,Eu4I8
mp-1102098,Nd8Au4
mp-11021,Ga2Au2O4
mp-1102101,Sc4Co4Sn4
mp-1102111,Pr4Re8
mp-1102112,V3Ag2Te1S6
mp-1102116,U4As8
mp-1102117,Yb4Al4Pt4
mp-1102133,Tm8Pt4
mp-1102138,Ti4Co4P4
mp-1102139,Nd8Sb16
mp-1102140,Nd4Si4Ir4
mp-1102147,Sc1P4Rh6
mp-1102150,Lu4As4Pt4
mp-1102152,Dy4Ni4P4
mp-1102157,Na2Ni6O16
mp-1102160,Eu4Ga4Sn4
mp-1102174,In2As1Pt8
mp-1102179,Tm4Ni4Sn4
mp-1102184,Sc4Ga4Pt4
mp-1102197,Cs4Se4O16
mp-1102199,Pb4I4O4
mp-11022,Sc2Ag2O4
mp-1102202,Pr8Sb16
mp-1102207,Er4Ga4Ni4
mp-1102208,K4Pb4Br12O4
mp-1102212,Sm4Al4Pd4
mp-1102216,U4Si4Ru4
mp-1102217,Nd4Ru8
mp-1102223,K8Sb1O3
mp-1102227,C4O8
mp-1102228,Yb4Ga4Pd4
mp-1102232,H4C4N4
mp-1102233,Tb4Tc8
mp-1102237,Lu2Ga8Fe1
mp-1102248,Tm4Al4Au4
mp-1102255,Ti4O8
mp-1102268,Y4Si4Ir4
mp-1102279,Hg4Br12N4O4
mp-1102285,Al2P2S8
mp-1102297,Ba4Gd4Cu4S12
mp-1102298,Eu9B6Pt21
mp-11023,Sc2Au2O4
mp-1102302,Ce4Os8
mp-1102303,Na18Pu18
mp-1102307,Zr4V6Ru2
mp-1102309,Yb8Ga4
mp-1102310,Hf4Co4Ge4
mp-1102314,Hf4Fe4Si4
mp-1102319,Lu8Pt4
mp-1102327,Lu4Ga4Pt4
mp-1102328,Ho4Re8
mp-1102332,Hg4F8
mp-1102344,Sm8Al4
mp-1102354,Th4Tc8
mp-1102364,As4Rh8
mp-1102370,Ta8Co4
mp-1102378,Nd4Re8
mp-1102379,Re4Se8
mp-1102382,Cu4As4Se4
mp-1102384,Rb8S4
mp-1102394,Nb10B12
mp-1102399,Fe2P2O7
mp-1102408,Pr4As8
mp-1102410,Ca2Al1Cl1O8
mp-1102412,Cr4O8
mp-1102413,Gd4Ge4Ir4
mp-1102417,Ce4Ga4Rh4
mp-1102423,Ce4Al4Au4
mp-1102430,Sb4Te4Ir4
mp-1102432,Cu3As1O7
mp-1102433,Mg4F8
mp-1102438,Sm4Ru8
mp-1102440,Eu4Si4Pd4
mp-1102441,Re4N8
mp-1102452,Zr4Fe4Si4
mp-1102455,Dy4Ni4Ge4
mp-1102456,Pu8Sb16
mp-1102458,Y4Ga4Rh4
mp-1102464,Sm4Ga4Pt4
mp-1102477,Eu8Si4
mp-1102481,Eu4Ga12Ni8
mp-1102482,Gd2Ga8Co1
mp-1102484,Th4Co4H16
mp-1102486,Sm4P4O16
mp-1102487,Sc1P4Ru6
mp-1102496,Eu4H8
mp-1102498,Ce4P2Pt16
mp-1102504,Co4P4W4
mp-1102507,Nd8Mn16
mp-1102516,K4Hg4Br12O4
mp-1102518,Tm6Cu8Si8
mp-1102520,Zr4Si4Mo4
mp-1102521,Pr4Ga4Pd4
mp-1102524,In2Pd8Se1
mp-1102525,Sc4Si4Ru4
mp-1102531,P4Rh4Se4
mp-1102532,Nb4Ge4Rh4
mp-1102534,P4Os4S4
mp-1102535,Pt1C4S2I2O2
mp-1102536,Al2Cu2Br8
mp-1102537,Nb4V4P4
mp-1102538,Co12Cl6O18
mp-1102541,Y4Si8Rh12
mp-1102542,Hf8Ni2P2
mp-1102545,Hf2Tl4Se6
mp-1102558,Tm4Ni4P4
mp-1102559,Nb4Se8
mp-1102561,K4P4O16
mp-1102565,Zr4Co4Si4
mp-1102571,Ag2H6Br2N2
mp-1102584,Ca4Mg4Fe3
mp-11026,Rb6Hg40
mp-1102601,Sm4Ga4Pd4
mp-1102603,Y4Ga4Ni4
mp-1102611,Yb4As4S4
mp-1102613,La6Zn8Pt8
mp-1102615,Ce4Te4Cl4
mp-1102637,Mg3Se3O27
mp-1102642,Cd4C4Br12N4
mp-1102645,Zr4Cr4P4
mp-1102652,Eu4Mg4Si4
mp-1102654,Sn2H10C2I6N4
mp-1102662,Ca4Mg4Pd4
mp-1102668,Cr4Sb4Pt4
mp-1102669,Er4Ga4Pt4
mp-1102671,Eu4In16Au4
mp-1102674,Hg8Sb2O12
mp-1102677,U4Ge4Pd4
mp-1102681,C8N16
mp-1102687,Zr4Ni4Ge4
mp-1102688,Pr4Sb4Se4
mp-1102692,Yb4In16Ni4
mp-11027,Cs6Hg40
mp-1102700,Tm4Ge4Ir4
mp-1102706,Eu6Ga16
mp-1102717,Ba4W4O16
mp-1102731,Yb4Cd8
mp-1102732,Hf4Si4W4
mp-1102736,Sn2Br6N2O2
mp-1102743,Zn4S8
mp-1102751,Ni2C4S4N12
mp-1102758,Lu4Ga4Ni4
mp-1102760,Dy4Ga4Ni4
mp-1102773,K8Bi1O3
mp-1102777,Sm4Ni4P4
mp-1102791,I4N4O16
mp-1102794,Mg8B4Br4N8
mp-1102795,Er4Zn4Pt4
mp-11028,K6Hg22
mp-1102807,Pr4Ni4P4
mp-1102811,Si4C8
mp-1102817,Pr1Ge4Rh6
mp-1102824,K4P4O16
mp-1102830,Zr2Tl4S6
mp-1102838,Eu16Zn8Ge24
mp-1102841,Hf4Ge4Ir4
mp-1102843,Fe4Mo4P4
mp-1102844,Ta4Ni4As4
mp-1102848,La9Ir27
mp-1102854,Y4Ni4P4
mp-1102855,Sc4Ge4Ir4
mp-1102859,Pr6Mn8Sn8
mp-1102863,Dy4Co4Ge4
mp-1102865,Li8Bi1O3
mp-1102866,Yb4Si4Pt4
mp-1102869,Zr4Si4Ir4
mp-1102875,Er8Al4
mp-1102890,Tm4Tc8
mp-1102891,Eu8Bi16
mp-1102901,Nd4Ni4P4
mp-1102902,Pr4Ni10B8
mp-1102907,Yb4Ni4Ge4
mp-1102911,Sr4F8
mp-1102914,Ba2Eu3Si7
mp-1102915,Mg8Pb4
mp-1102917,Eu4As4S4
mp-1102920,Cu2N12O8
mp-1102921,Re8W4
mp-1102922,Eu8Zn4Ge12
mp-1102923,Eu4Cd4Ge4
mp-1102924,Na4Al4H16
mp-1102925,Nb4Fe4Si4
mp-1102928,As4N4O16
mp-1102935,Ho4Si4Pt4
mp-1102936,Ta8Fe4
mp-1102937,Br4N4O4
mp-1102941,P4N8
mp-1102948,Gd2Ni8B2
mp-1102952,Dy4As4Se4
mp-1102959,Y4As4S4
mp-1102966,U4Te4Se4
mp-1102975,Eu4Ga4Pt4
mp-1102976,Zr4P4Os4
mp-1102977,Ga4As4O16
mp-1102981,Rb8Sb1O3
mp-1102986,Ce8Sb16
mp-1103002,Eu4In16Ni4
mp-1103006,Ni2N12O8
mp-1103009,Hg4N4Cl4
mp-1103010,Sm1Ge4Rh6
mp-1103016,Ti3Cu1O8
mp-1103026,Nd4Si8Rh12
mp-1103028,Ba8Pd4
mp-1103030,Fe12Cl6O18
mp-1103031,Hf8Co2P2
mp-1103033,Sr4Mg4Pt4
mp-1103034,Sc4Co4Si4
mp-1103036,Y2Ga8Co1
mp-1103038,Si4Ir8
mp-1103039,Ba4Mg4Si4
mp-1103044,Sn16Rh8
mp-1103060,Li4Br4N4
mp-1103066,Sm4Si4Pd4
mp-1103067,Fe4P4Se4
mp-1103073,Sb2Br9
mp-1103074,Na8S12N4
mp-1103079,Sm4Ga4Ni4
mp-1103080,Ba4Ti4Fe4As8O2
mp-1103085,Cr4Si4Ni4
mp-1103095,Tb4Ga4Co4
mp-1103104,K4Pt4N4Cl12
mp-1103109,La4Al4Pt4
mp-1103115,Pr4Ni4Ge4
mp-1103120,Li2B22
mp-1103126,Sn2C2N2Cl6
mp-1103128,Yb4Ni2C5
mp-1103129,I2N10
mp-1103130,Sr1Al9Ni2
mp-1103139,Ca8Hg4
mp-1103143,Sm4As4Pt4
mp-1103146,Tm3B3Pt6
mp-1103150,Mo4P4Rh4
mp-1103152,Cs4Br4F16
mp-1103153,Ce4Sb4Se4
mp-1103158,Ti4Ge4Ir4
mp-1103160,Sc4Co4P4
mp-1103162,Ti4Si4Pd4
mp-1103164,Ca6Ga3Cl3O24
mp-1103169,Na8Ag8O8
mp-1103172,Ca4Cd4Pd4
mp-1103174,Tl4Fe8S12
mp-1103180,Ta4P4Ru4
mp-1103186,As12S12
mp-1103188,Zr27Te9
mp-1103189,La4Te4Cl4
mp-1103193,Eu4Al4Au4
mp-1103194,Sb4S4Br4
mp-1103195,Sm2In8Pd1
mp-1103210,Eu4Mg4Ni4
mp-1103211,Ca4Pt8
mp-1103212,Ta4Rh8
mp-1103213,Sb4Te4Os4
mp-1103214,Sr6Fe4Cl4O8
mp-1103225,Pr8Al4
mp-1103227,Hf4Co4Si4
mp-1103235,Cu4Te8
mp-1103238,Lu4Ga4Pd4
mp-1103243,Nb4Ni4As4
mp-1103248,Ti4Si4Ir4
mp-1103252,Zn4Pd8
mp-1103255,U4B16W4
mp-1103258,Eu4Si4Pt4
mp-1103261,Si4Pt4Se4
mp-1103265,Y6Cu8Ge8
mp-1103281,N4Cl4O4
mp-1103289,Lu4Ni4P4
mp-1103290,Mg1B2H8
mp-1103296,Ce4Ni4Pt4
mp-1103309,Cu2W2O8
mp-1103319,Dy4Al4Pt4
mp-1103320,Pr4Ge4Ir4
mp-1103324,Gd4P4O16
mp-1103346,Nb4Ge4Pt4
mp-1103351,Na8Mg2Si4Se12
mp-1103352,Hf8Cu2P2
mp-1103367,C4N4O4
mp-1103370,Ce4Cd2Se4O4
mp-1103373,K4Sn8
mp-1103374,Bi4Os4Se4
mp-1103382,Dy4Al4Pd4
mp-1103391,Tb8Al4
mp-1103394,Li4B44
mp-1103395,La8Au4
mp-1103397,Ba2Sn2F8
mp-1103398,Tm4As4Se4
mp-1103408,H4C8N12
mp-1103410,Bi6Te4S2
mp-1103414,Zr4Si4Pd4
mp-1103415,Sm6Cu8Ge8
mp-1103416,Na2B2H8
mp-1103421,Dy8Pt4
mp-1103423,Er4Ni4P4
mp-1103425,Er4Co12Si8
mp-1103431,Ga8Au4
mp-1103440,Gd4Zn4Rh4
mp-1103449,Yb1P4Rh6
mp-1103452,Rb1V2Fe1Ag2O8
mp-1103457,Eu3Zn2Cu2P4
mp-1103461,As4Br1N1O6
mp-1103465,Ti9Be27
mp-1103471,La4As4S4
mp-1103472,Na4U2F16
mp-1103475,Te4O8
mp-1103481,Er6Fe8Ge8
mp-1103484,Cu6Br8N8
mp-1103487,Ce4Ga4Pt4
mp-1103493,Tm3Mo18S24
mp-1103498,Pr4Ga4Co4
mp-1103502,Ca2B4H20N4
mp-1103503,Gd4Sn4Pd4
mp-1103510,Al16Hg8Se32
mp-1103512,Te10Ir5
mp-1103514,Eu4Cu12P10
mp-1103520,Cs8Si4S12
mp-1103521,Sr8Rh5
mp-1103522,Ga10W4
mp-1103524,K4Al4N16
mp-1103527,Ba2B2Cl2F8
mp-1103534,K3Mo18S24
mp-1103541,Lu2Ga8Co1
mp-1103546,Mn16Zn8Se32
mp-1103547,Al2Si2O9
mp-1103548,Ce6Si8Pd8
mp-1103552,Eu4Al8Se16
mp-1103554,Ba1Ca2Mg1Si2O8
mp-1103561,Er16Mg8Se32
mp-1103562,Nb3Mo18S24
mp-1103567,Zr8Ni2P2
mp-1103568,Tm2Fe8Ge4
mp-1103571,Al4Si4O22
mp-1103574,Na4I4O16
mp-1103576,Ho4Ga4Co4
mp-1103578,Nd4Ga4Co4
mp-1103581,U2Co8B2
mp-1103583,Tl2Mo6Se6
mp-1103590,Mg4Se8
mp-1103591,Ba2Tm2Fe8O14
mp-1103592,Hf2Ta2N2O6
mp-1103608,Zr4Ge4Pd4
mp-1103613,Li4B44
mp-1103614,Ce2In8Pt1
mp-1103625,Np4Se10
mp-1103629,Ce4Ni4P4
mp-1103631,Re4N4O16
mp-1103637,Eu2B2Pt8
mp-1103642,Ag3Mo18Se24
mp-1103643,Ni4S8
mp-1103648,Hg1C4F6
mp-1103650,Rb4Cu8I12
mp-1103651,Nd4Sb4Se4
mp-1103655,Y4Ni4Ge4
mp-1103664,Ba4Sc4Cu4S12
mp-1103670,Tb4Ga4Ni4
mp-1103675,H24N6F12
mp-1103679,Cu2W2O8
mp-1103684,Fe8Si4O16
mp-1103685,Rb2Mo6Se6
mp-1103688,Nd18Pt24
mp-1103692,Ce27Rh18
mp-1103698,K2Cu4S4O20
mp-1103705,Fe4Si4Ni4
mp-1103721,Eu16Zn24Ge8
mp-1103724,Bi8Pt12Se8
mp-1103732,Yb4H16N8
mp-1103734,Cr3Mo18Se24
mp-1103744,Cs4Y4Zn4Te12
mp-1103746,Gd4Ge4Pt4
mp-1103747,Ba4Ge24
mp-1103758,Ce4Au24
mp-1103771,Ba1Li2Mn1V2O8
mp-1103776,Yb8Fe4C16
mp-1103779,Mg4Cr8O16
mp-1103784,Tb2Ni8As4
mp-1103787,Si14Ni8Au4
mp-1103788,Sr8Ni16P32
mp-1103807,Eu4Ga8Te16
mp-1103810,Y6Al2C6
mp-1103811,K1V2Fe1Ag2O8
mp-1103812,V8Ge2S16
mp-1103816,Ba2Ga2H10
mp-1103823,Yb4Ge2S8
mp-1103824,Tm2Ga12
mp-1103827,Cu4N8F16
mp-1103832,Sm4In6Co18
mp-1103837,Ho2Zn24
mp-1103838,Pd8Pb4O16
mp-1103846,Na2Mo6Se6
mp-1103863,Ho18Pt24
mp-1103870,Eu2In16Ag8
mp-1103877,Nd12Ga4Co12
mp-1103886,K2Fe4Mo4O20
mp-1103889,Eu4Al8S16
mp-1103891,Mg3Si2O9
mp-1103896,Gd12Bi4O12
mp-1103905,Na2Cu4S4O20
mp-1103912,Cs2S2O8
mp-1103922,K2Mn2Cl6O4
mp-1103923,Tl3Mo18Se24
mp-1103928,Yb12Sn12Au18
mp-1103933,Li2Mo6Se6
mp-1103936,Er1Mn6Sn6
mp-1103938,Sc1Fe6Sn6
mp-1103940,Li24P4Br4O20
mp-1103947,La8H20
mp-1103956,K2Te6Mo6
mp-1103960,Pr3Mo18Se24
mp-1103970,Fe4S4O16F4
mp-1103973,Cr8Cu4O16
mp-1103975,Yb2C12
mp-1103986,Ba2Lu2Fe8O14
mp-1103987,Mg8Si4O16
mp-1103990,Eu2C12
mp-1103994,Na10C6N12
mp-1103995,Sr6Fe4O8F8
mp-1103996,K2Mo6S6
mp-1103998,Fe3Mo18S24
mp-1104,La1Mg1
mp-11040,Eu4Zn4Sn4
mp-1104001,Ba2Mo6Se6
mp-1104005,Zr3Ni3O18F18
mp-1104025,Np2C8O16
mp-1104031,K2Zn1Se2O10
mp-1104032,Lu6Ga16Ir6
mp-1104036,Gd12Se8N4O4
mp-1104042,Sr8Zn8As12
mp-1104046,Tb12Se8N4O4
mp-1104052,Pr18Ga8
mp-1104054,Y2Ni8P4
mp-1104061,H6Pd1N4O4
mp-1104062,Sr4Ga8Se16
mp-1104067,Ti2Be24
mp-1104068,Lu3Mo18Se24
mp-1104070,Pr2Ga12
mp-1104073,C11N4
mp-1104074,Sr27Pt18
mp-1104089,Hf2Ni8As4
mp-1104100,Nd6Al22
mp-1104104,Be24Fe2
mp-1104117,Sr2Cd8Pt4
mp-1104120,Bi8Pd12S8
mp-1104121,Li8La8Si12
mp-1104125,Y16Cd8Se32
mp-1104127,Ni4B48
mp-1104130,Ba8P32Au16
mp-1104131,Nb2P2O10
mp-1104135,Ca8H16F32
mp-1104137,Tb1Nb6Sn6
mp-1104139,Ta10Ni8P8
mp-1104141,Ga8Pb4Se16
mp-1104145,Eu8Zn8P12
mp-1104149,K4Pt4N4Cl12O4
mp-1104165,Mn2Al24
mp-1104166,Sc16Cd8Se32
mp-1104167,Ca4Ga8S16
mp-1104171,Yb4Ga8Se16
mp-1104177,Pr27Pt18
mp-1104182,Mo4P4O20
mp-1104185,Ti2Tl2V8S16
mp-1104196,Yb4In8S16
mp-1104198,Cu4N8Cl16
mp-1104201,Zn3Ge3O18F18
mp-1104212,La8Te20
mp-1104219,Sm4Ga8S16
mp-1104225,Lu6Ga18Pd4
mp-1104229,Y4Fe4Cl8O12
mp-1104232,K6Ca2P4O16
mp-1104233,Ce8Te20
mp-1104242,K2Mo6Se6
mp-1104249,Li2Nd2B2O8
mp-1104254,Bi8Pb2Cl4O12
mp-1104255,Sb2F13
mp-1104257,Ba18Os6N18O3
mp-1104271,Ag18Sb6S18
mp-1104277,Ho6Ga16Ir6
mp-1104279,Tb12Ga4Co12
mp-1104285,Rb4Ni4C8N8Cl4
mp-1104286,Ge12Rh3
mp-1104290,Ti6H6Au2
mp-1104293,K4Ag2F8
mp-1104294,Ce18Pt24
mp-1104298,Na2Ca2Si2O8
mp-1104306,Rb9Se6O24
mp-1104310,Tb6Ga16Au6
mp-1104311,Sm18Pd24
mp-1104325,Tb6Zn22
mp-1104332,Er6Ga16Au6
mp-1104333,Ti3Mo18Se24
mp-1104337,Y1V6Sn6
mp-1104355,Fe6O4F16
mp-1104359,In16Co8Se32
mp-1104362,La4Ta4O18
mp-1104364,Cd2Br4O8
mp-1104366,Ti8Ni2S16
mp-1104369,Na4V8O16
mp-1104373,Ce3Ga10Ni1
mp-1104377,In3Mo18S24
mp-1104379,Rb2Mn2Cl6O4
mp-1104385,Mn4Mo4N2O20
mp-1104386,Li24P4Cl4O20
mp-1104390,Mg6Si4O18
mp-1104393,Lu2Zn24
mp-1104395,Sm6Al22
mp-1104400,Na4Si24
mp-1104401,Pt2N4Cl8
mp-1104403,C6N8
mp-1104404,Ni4N32O24
mp-1104406,Sc4Si4Pt6
mp-1104418,H24W4
mp-1104429,Mg4Al4H20
mp-1104435,La18Pd24
mp-1104436,Yb2Ga12Fe12
mp-1104440,Rb8Mo4S8O8
mp-1104441,Cs4N8
mp-1104448,Fe4B8O16
mp-1104451,Sm2Ga12
mp-1104454,Ta16Ga4Te16Se16
mp-1104455,W12O40
mp-1104456,Eu8Zn8As12
mp-1104457,Eu27Au18
mp-1104460,Zn2P4O8
mp-1104471,Mo4Br16N8
mp-1104479,Mg6Si4O18
mp-1104488,Sr4Cu16Sn8
mp-1104495,La27Rh18
mp-1104497,La4Ga20Ni2
mp-1104504,Nb6Te8
mp-1104505,K2Mn4Cr4O20
mp-1104512,Ce4Sn16Pd8
mp-1104513,C11N4
mp-1104514,Lu12Ge16
mp-1104517,Yb6Ga18Pt4
mp-1104518,In2Mo6Se6
mp-1104526,Sc2Ni8As4
mp-1104535,Hf8Cu4Si16
mp-1104538,Tm1Fe6Sn6
mp-1104542,Cu4Rh8O16
mp-1104547,Ho3Ga9Ru3
mp-1104558,Bi20Mo6
mp-1104560,Dy16Cd8Te32
mp-1104569,Yb4Ga8S16
mp-1104570,Yb2In8Au4
mp-1104572,Na2Zn4Mo4O20
mp-1104575,Y2Fe8Si4
mp-1104577,Mo6S8
mp-1104586,Ir3N15Cl18O9
mp-1104590,Mn2I4O8
mp-1104591,Hg5Cl4O4
mp-1104593,Tb6Ga16Rh6
mp-1104601,Co1N2O10
mp-1104602,Cu4Ag2S4O20
mp-1104609,Ba2Cd8Pt4
mp-1104641,Eu16Bi12
mp-1104651,Li3Mo18Se24
mp-1104653,Er12Fe4Ge12
mp-1104657,Eu4In8Se16
mp-1104658,Sm2Re8Si4
mp-1104659,Dy4Mn2Ni2O12
mp-1104660,Bi2Pd4O8
mp-1104661,Ca27Pd18
mp-1104668,Eu24As32
mp-1104673,Ir3C12
mp-1104680,Cr8Fe4O16
mp-1104686,Cs4Au6S5
mp-1104693,Li2Ca4H2C6
mp-1104698,Eu27Pt18
mp-1104703,Sr4Ni2Cl2O6
mp-1104704,Pt2I8O4
mp-1104707,Na2Ge6P6
mp-1104709,Sm1Mn6Sn6
mp-1104716,K2Cr4Fe2O20
mp-1104717,Na4Ag2F8
mp-1104731,Ce27Pt18
mp-1104732,Zr8Cu4Si16
mp-1104734,Te2Br12
mp-1104737,Mg3Te3Cl18O18
mp-1104743,Nd27Rh18
mp-1104762,Ce4Sb4Pt20
mp-1104766,U2Fe8Ge4
mp-1104768,Ir2N14Cl2O12
mp-1104788,Co4B8O16
mp-1104800,Sm18Pt24
mp-1104806,Gd2Al6C6
mp-1104810,Sr4Ga8S16
mp-1104828,Pb3S6N6O24
mp-1104829,Nb10Sn2Se16
mp-1104833,Cr2Cl4O8
mp-1104838,Gd2Ga12
mp-1104849,Sr2Ag4I8O16
mp-1104851,Gd3Ga9Ru3
mp-1104856,La18Pt24
mp-1104861,Ba6Cd2Hg20
mp-1104864,Tb18Pt24
mp-1104872,Cs3As2Cl9
mp-1104874,Zn2Mo2N8O16
mp-1104887,Na2Fe4Mo4O20
mp-1104890,Tm8Te20
mp-1104926,Sr4Si2S8
mp-1104929,Sc2Fe8Si4
mp-1104942,Rb4Ni4C8Br4N8
mp-1104949,U2N4O20
mp-1104960,Sc6Cu8Si8
mp-1104964,Lu2Ni8As4
mp-1104966,Cs2Gd2Te8
mp-1104978,Rb4Co4Cl12O8
mp-1105,Ba2O4
mp-1105001,Tm18Pt24
mp-1105019,Dy3Ga9Ru3
mp-1105025,In12Te18
mp-1105031,As4N2Cl2O7
mp-1105040,Ta18Zn21
mp-1105044,Nb18Ni21
mp-1105046,Sc2As2O10
mp-1105057,Yb18Pd24
mp-1105061,Yb6Ga16Ir6
mp-1105062,Er2Ni8P4
mp-1105063,Zr2Fe8P4
mp-1105068,Ba2Y2Fe8O14
mp-1105078,Hf6In8
mp-1105095,Ba6P12
mp-1105097,Ti8Co2S16
mp-1105100,Ca2I4O8
mp-1105101,Ba18In8
mp-1105102,Sm12Ga4Co12
mp-1105105,I10N4
mp-1105112,Co1Sn2O6F6
mp-1105117,Ni6Sb8O12F12
mp-1105118,As8O12
mp-1105121,Ti16Bi2O14
mp-1105123,Si8Bi8Rh12
mp-1105133,Ho3Si2Sn3Rh9
mp-1105134,As8Pd24
mp-1105139,Zr24Sb8
mp-1105140,Co8P4O20
mp-1105143,Na4In4Ge8O24
mp-1105151,Co6Se8Cl4O20
mp-1105163,Cu4Sn4Pd8
mp-1105170,Sn6Br12
mp-1105178,Er4Sn10
mp-1105186,Cu3B5Pt9
mp-1105187,Cu4P4S12
mp-1105189,Cu4Ag2P2S8
mp-1105194,Ho10Mo4O24
mp-1105197,Cs8Pa4F28
mp-1105210,Sc6Al6Au6
mp-1105223,Zr4F16
mp-1105225,Sc4Mn2Ni2O12
mp-1105229,Ga4Cu4O8
mp-1105236,Fe1Cu6Sn2S8
mp-1105252,Pr12Bi16Au12
mp-1105256,La2Cu8P6
mp-1105259,La8In4Si8
mp-1105280,Li4Ta4O12
mp-1105290,Co6Sb8O12F12
mp-1105291,Li4Mn2Sn2S8
mp-1105293,Ga4Ag4O8
mp-1105294,Ca10Ge12Pd12
mp-1105296,Sr8Ge24
mp-1105298,La8Cu4Sb4S20
mp-1105326,Li4Ta4O12
mp-1105350,H6C2S2N2O2F4
mp-1105354,Ca4Fe2Cu2S2O6
mp-1105360,Nb6B6Ru6
mp-1105382,Na8Ca4C8O12
mp-1105387,Li4Fe2Ge2S8
mp-1105392,Ce12Bi16Pt12
mp-1105399,La8Mo4O20
mp-1105404,Mn21Cd3O36
mp-1105431,Mn14Pb2O24
mp-1105435,Ca2Fe10As6
mp-1105438,Zn4As4Pb2O20
mp-1105466,Dy8Sn4Au8
mp-1105469,Mg4V2B4Ir10
mp-1105475,Ta8Al2N6
mp-1105496,Rb8Hg12Se16
mp-1105498,Co8Si12
mp-1105499,Lu20Te8Au8
mp-1105500,Ba8Ge24
mp-1105527,Zn2Cu4Ge2S8
mp-1105528,Pr10As4Cl2O20
mp-1105536,Ba4U8Te20
mp-1105540,Ce8Si8Ir16
mp-1105543,Tb10Pt6
mp-1105550,Na2Ti2Si4O12
mp-1105552,Nb10Ga6
mp-1105554,Tm8Re4C8
mp-1105558,Ca20Cd4Cu8
mp-1105559,Y4Ga4Pd8
mp-1105562,Pr3Co36B18
mp-1105564,Ni8Bi8S1I1
mp-1105570,Ta12Mn12Si12
mp-1105571,U4Re4C8
mp-1105573,Ba4Gd2Ga2Te10
mp-1105579,C8N8Cl8O8
mp-1105581,Sr4I8O4
mp-1105594,La12Cu12Sb16
mp-1105595,Zn8Si4O20
mp-1105603,Lu10Ge6C2
mp-1105606,Ti12Ge12Ir12
mp-1105609,Tb12Rh4
mp-1105616,Al2C6N2Cl6
mp-1105617,Tc4B16
mp-1105618,K6Be12B6O18F12
mp-1105621,Pr6Co51
mp-1105622,Cs12Co4Cl20
mp-1105624,Na24La8N48
mp-1105627,As2Pb4Cl4O6
mp-1105628,Na4Mn4Ge8O24
mp-1105632,Ca4Zn4Si4O20
mp-1105634,Ni10As4O24
mp-1105635,Sb4N8F20
mp-1105637,Eu12Ga8As16
