formula
Ac2CdSn
Ac2InGa
Ac2IrPd
Ac2NiGe
Ac2S3
Ac2SiHg
AcAg
AcEu3
AcF3
AcGe3
AcHg3
AcHgRh2
AcI3
AcIn3
AcLa
AcMg
AcMgTl2
AcN
AcOF
AcPr3
AcSbAu2
AcSc3
AcSm3
AcTe3
AcTh3
AcTiO3
AcYbGa2
AcZn2In
Ag2BBr
Ag2F
Ag2IOF
Ag5Hg4P8Cl5
AgAs
AgAsC4S8(N2F3)2
AgAu
AgBiSeS
AgCNO
AgCl
AgHg
AgHgSI
AgIr
AgO
AgPHNO2
AgPbBrO
AgSe
AgTe2Au
Al2CuTc
Al2Mo3
Al2NiOs
Al2Re3B
Al2Zn(SeS)2
Al3BC
Al3GeW2
Al4Te3N2
AlAgB
AlAs
AlB2Pb
AlB6H6(CCl3)2
AlBiTeCl4
AlFe
AlFe4Hg2O2F
AlGaRu2
AlGaSb2
AlMoN3
AlPd5I2
AlPt
AlSiCN
AlTc2Pb
AlVCrC
AlVFeCo
As2S2F3
As2W
As4C3
AsH2C2NCl2O
AsIrS
AsN9
AsP
AsPHBr3OF6
AsRh
AsS
AsSe6IF6
AsSeI
AuBr
AuC
AuCClO
AuS
B2F3
B2IrCl
B2Mo3
BAs
BBr
BH
BMoWC
BN
BOs
BP
BPd2Br
BPt
BSb
BTe2As
BW
Ba(InSb2)2
Ba(RhPb2)3
Ba2AsBr
Ba2CoCu2(SO)2
Ba2Cu(SBr)2
Ba2DyInTe5
Ba2GaGeN
Ba2HI2
Ba2LiIn
Ba2Mn2As2O
Ba2PCl
Ba2Pd(OF)2
Ba2SbI
Ba2TlAu
Ba2ZnAg2(SeO)2
Ba3Ac
Ba3B(BrO)3
Ba3Sc4
Ba4PtN4
Ba8Bi4H2O
BaAgP
BaAgTeF
BaAl
BaAsAu
BaBeGa
BaBiIO2
BaBrF
BaC
BaCaRu2
BaCaSi
BaCdPb
BaCe
BaCuBi
BaFeAs2Ru
BaGdAuSe3
BaGe
BaGe2B
BaHCl
BaHfMo
BaHg
BaLi2(MgSi)2
BaLiSb
BaMgBO3F
BaN
BaNa
BaNbTc2
BaNd
BaO
BaPd
BaRe2Sn
BaS
BaSbSe2F
BaSn
BaSr
BaSrEu2
BaTaB
BaTe
BaTeS3O2
BaTi2Bi2O
BaVSeS2
BaYbCdSb2
BaZrNi
Be2C
Be2CdP
Be2CoCu
Be2Nb3
Be2ReCl
BeAsRu2
BeAu
BeBIr2
BeCrFe2
BeCrOs2
BeCuBr
BeGa3
BeGeN2
BeH
BeInSi2
BeNi
BeO
BePt2Au
BeRh
BeS
BeSbAs2
BeSe
BeW2Cl
Bi24Ru3Br20
Bi2BrClO2
Bi2OsAu
BiAs2Os
BiAsO2
BiBCl
BiBr
BiI
BiOsSe
BiPt
BiS
BiSb
BiTeIr
BiTeN
BrCl
BrN
C15S4
C2NCl
CBr3F
CF
CI
CO
CSeN
Ca(AlSn)2
Ca(RuN)2
Ca28(Yb5S16)3
Ca2GaPt2
Ca2HgPd
Ca2In
Ca2NCl
Ca2PH
Ca2Rh
Ca2SiIr2
Ca3SnO
Ca4I6O
CaAlPd
CaAs
CaAu
CaBi2(CO)2
CaBr
CaCd
CaCl2
CaCuGe
CaF
CaFeClO2
CaFeSi2Rh
CaGa
CaGe2Pt
CaH2Pd
CaI
CaIn2Pt
CaInHg2
CaLaCu2
CaLaPb2
CaMg
CaMg(SiO)2
CaNi
CaNiBN
CaNp
CaPmAg2
CaPmPd2
CaPmZn2
CaReBi
CaRh2Pb
CaSiN2
CaTa2Tl
CaTaTc
CaTcO3
CaTmPt2
CaW
CaYb3(InGe2)2
CaZnAg
Cd2PCl2
Cd2PtAu
Cd2TeS
Cd3AsI3
CdAgSb
CdAs
CdC
CdCSBr2N3O
CdGeP2
CdH
CdHgAsBr
CdIn
CdInAsSe
CdInPd2
CdN
CdNi
CdPOs2
CdSbS2Cl
Ce(CrSi)2
Ce2CN3Cl
Ce2Cu(NO)2
Ce2In
Ce2SbTe
Ce2SeF4
Ce2SeS
Ce2Zn2Sn2H3
Ce2ZnPb
Ce3(AlI)2
Ce3GaBr3
Ce3SnN
Ce3Tl
Ce4Ge3
Ce6B2(CBr)3
CeAlH2Ir
CeAlIr
CeAsPd
CeB2Ru2Rh
CeC
CeCdAsO
CeCdCu
CeCoGeH
CeCrS2O
CeCuSe2
CeEr
CeGa
CeGe
CeGeBi2
CeHg
CeInCuAg
CeMg2Fe
CeMnSbO
CeMoO2
CeNiSn
CeOsRu
CePd2Pt
CeRh
CeSCl
CeSb3Pd
CeSbAu
CeSi2Pt
CeThS2
CeTlAg2
CeZn2Co
CeZnSi
ClF
ClO
Co3SbN
CoAgN
CoBr
CoGeMo
CoO
CoOs
CoPt
CoSbRh2
CoSe
CoTc
CoW
Cr(RhSe2)2
Cr2CuSe3Br
Cr2N
Cr2ReMo
Cr2S2BrCl
Cr3SiNi2
CrAu
CrAuS2
CrC
CrCoB
CrCu2Si
CrF2
CrFeAs
CrGaTe
CrGe
CrH
CrIrRu
CrP4(CO)2
CrPPd
CrRh
CrRhO3
CrSb
CrSiMo
Cs(BI)6
Cs2As2Pd
Cs2AuCl
Cs2B6NO2
Cs2In3
Cs2MoN(Cl2O)2
Cs2PH4Se3O2
Cs2Re3Se4I3
Cs3Ac
Cs3BAsP
Cs3FeS3
Cs3Ge9(H3N)2
Cs3Pb4Au
Cs3Re6(SCl)7
Cs3Sn4Au
Cs3ZnI4NO3
Cs4Tl2O
Cs5Tc6S8Br7
Cs8Ga11
CsAl
CsAuSe
CsBi
CsBiSe2
CsBr
CsCu3As8H24C8(IO2)4
CsCuO
CsEu
CsF
CsFeBr3
CsGaTe2
CsGe
CsH
