formula
Ac2AgIr
Ac2AgPb
Ac2CdGa
Ac2CdGe
Ac2CdHg
Ac2CdSn
Ac2CuGe
Ac2CuIr
Ac2CuSi
Ac2CuSn
Ac2GaCu
Ac2GaSi
Ac2GePd
Ac2HgGe
Ac2InGa
Ac2IrAu
Ac2IrPd
Ac2IrRh
Ac2Mg
Ac2MgGa
Ac2MgPb
Ac2MgSn
Ac2MgTl
Ac2NiGe
Ac2NiIr
Ac2O3
Ac2S3
Ac2SiAu
Ac2SiHg
Ac2SiPd
Ac2SnHg
Ac2TlCd
Ac2TlIn
Ac2TlSn
Ac2YbMg
Ac2ZnAu
Ac2ZnGa
Ac2ZnGe
Ac2ZnHg
Ac2ZnIn
Ac2ZnIr
Ac2ZnSi
Ac2ZnSn
Ac3Ag
Ac3Au
Ac3Br
Ac3Cd
Ac3Ce
Ac3Cr
Ac3Eu
Ac3Hg
Ac3Ho
Ac3I
Ac3In
Ac3La
Ac3Lu
Ac3Mo
Ac3Nb
Ac3Nd
Ac3Np
Ac3Pa
Ac3Pm
Ac3Pr
Ac3Sc
Ac3Si
Ac3Sm
Ac3Sn
Ac3Th
Ac3Ti
Ac3Tl
Ac3Tm
Ac3V
Ac3Y
Ac3Zn
Ac3Zr
AcAg
AcAg2Pb
AcAg2Sn
AcAg3
AcAgAu2
AcAgHg2
AcAgTe2
AcAl3
AcAu3
AcBO3
AcBiAu2
AcBr3
AcBrO
AcCd3
AcCdAg2
AcCdAu2
AcCdHg2
AcCdRh2
AcCe3
AcCeMg2
AcCl3
AcClO
AcCrO3
AcCu3
AcCuO2F
AcCuO3
AcDy3
AcEr3
AcEu3
AcEuAu2
AcEuMg2
AcEuZn2
AcF3
AcGa3
AcGaO3
AcGaTe2
AcGe3
AcH2
AcHg3
AcHgAu2
AcHgRh2
AcHgTe2
AcI3
AcIn3
AcInAg2
AcInAu2
AcInHg2
AcInTe2
AcLa
AcLa3
AcLaCd2
AcLaMg2
AcMg
AcMg3
AcMgCd2
AcMgHg2
AcMgO3
AcMgTl2
AcMgZn2
AcN
AcNb3
AcNd3
AcNdMg2
AcOF
AcPbAu2
AcPdO3
AcPm3
AcPr3
AcPrMg2
AcRh2Pb
AcSbAu2
AcSc3
AcScO3
AcSe3
AcSi3
AcSiO3
AcSm3
AcSnAu2
AcSnHg2
AcSnPd2
AcTb3
AcTe3
AcTh3
AcTiO3
AcTlAg2
AcTlAu2
AcTlHg2
AcTlRh2
AcTlTe2
AcVO3
AcY3
AcYb3
AcYbAg2
AcYbAu2
AcYbCd2
AcYbGa2
AcYbHg2
AcYbMg2
AcYbRh2
AcYbTl2
AcYbZn2
AcZn2Cd
AcZn2In
AcZn3
AcZnAu2
Ag(AsSe2)3
Ag(CO)2
Ag(NO)3
Ag(TeMo)6
Ag12Sn7H16(Se11N2)2
Ag13(BiI4)14
Ag15W7N19
Ag2As2O7
Ag2BBr
Ag2Bi2S3Cl2
Ag2BiSbSe4
Ag2BiSbTe4
Ag2C4Br3N
Ag2C4I3N
Ag2CSNClO4
Ag2F
Ag2GeS3
Ag2H2C2N6O13
Ag2H2IOF
Ag2H8C2S2N5ClO3
Ag2Hg
Ag2Hg(SeO3)2
Ag2Hg7(P4Br3)2
Ag2Hg7(P4I3)2
Ag2HgAu
Ag2HgO2
Ag2HgS2
Ag2HgSI2
Ag2IOF
Ag2NClO3
Ag2O
Ag2P2H2O7
Ag2PS3
Ag2PSe3
Ag2PbI4
Ag2PbO2
Ag2PdAu
Ag2PdCl4
Ag2S
Ag2S(NO)2
Ag2SO3
Ag2Se
Ag2SeO3
Ag2Te
Ag2WO4
Ag2WS4
Ag3As
Ag3AsS3
Ag3AsSe3
Ag3Au
Ag3AuSeS
Ag3BO3
Ag3Bi
Ag3BiBr6
Ag3Br
Ag3C2(NO3)2
Ag3Ge
Ag3Ge5P6
Ag3H13SeN4O5
Ag3N
Ag3P
Ag3P2N(O3F)2
Ag3Pd
Ag3Rh
Ag3Ru
Ag3SBr
Ag3SI
Ag3SI3
Ag3SNO3
Ag3Sb
Ag3Sn
Ag3Te(PO7)2
Ag3TeIO4
Ag3W
Ag4PIO4
Ag4S(NO)2
Ag4Se(IO2)2
Ag4Sn2(HgSe3)3
Ag4TeSO4
Ag5BS4
Ag5Hg4P8Cl5
Ag5P(S2Cl)2
Ag5PSeO4
Ag6Ge(S2Br)2
Ag6Mo2ClO7F3
Ag8Hg(AsO5)2
Ag8S
Ag9Ge2IO8
Ag9Te4Br3
AgAs
AgAs(S8F3)2
AgAs(SeF2)3
AgAsC4S8(N2F3)2
AgAsO2
AgAsRu2
AgAsS
AgAsS16N16(O4F3)2
AgAsS2
AgAsS6N4(OF3)2
AgAsSe
AgAsSe2
AgAu
AgAu3
AgAuO2
AgAuS2
AgB(CN)4
AgB11H6CBr6
AgB2
AgBF4
AgBH8C4(N2F)4
AgBO2
AgBTe4C2(O3F10)2
AgBi2S3Cl
AgBi2Se3Cl
AgBiO2
AgBiPd2
AgBiS2
AgBiSCl2
AgBiSeS
AgBiTeSe
AgBr
AgBrO3
AgC
AgC2S2N4Cl
AgC3N3O
AgC4(BrO)2
AgCN
AgCNO
AgCO2
AgCS2(O2F)3
AgCSN
AgCl
AgClO2
AgClO4
AgF
AgF2
AgGe2N3
AgGe3
AgGeAu2
AgGeBiTe3
AgGeO3
AgH
AgH10S8N8ClO6
AgH12C4Se5N
AgH2C7O3F5
AgH2ClO5
AgH3BrN
AgH3CN3O4
AgH3O2
AgH6C4(NO)2
AgH8C3S2NO3
AgH8C4N8F
AgH8C5S2O2F3
AgHO2
AgHg
AgHg2NO5
AgHg3
AgHg3SbO6
AgHgAsS3
AgHgO2
AgHgPd2
AgHgSBr
AgHgSI
AgI
AgI2
AgIO2
AgIr
AgMoH4S4N
AgMoO4
AgN
AgN3
AgNO2
AgO
AgO2
AgO2F
AgP(NO)2
AgP(OF)2
AgP(XeF5)2
AgP2
AgP2H8SN7O2
AgPF6
AgPHNO2
AgPO3
AgPS3
AgPb2Cl3OF
AgPb3
AgPb4ClO4
AgPbBrO
AgPbO2
AgPd
AgPd2Au
AgPd2Pb
AgPd3Se
AgPdAu2
AgPt
AgPt3
AgPtF6
AgPtO2
AgRh
AgRhO2
AgRu2N3
AgRuO3
AgSb3PbS6
AgSbC2N2(ClF3)2
AgSbC6N4(OF3)2
AgSbN2
AgSbO3
AgSbPd2
AgSbS(OF3)2
AgSbS2
AgSbSeS
AgSbTe3Pb
AgSbTeSe
AgSe
AgSe5
AgSn3
AgSnAu2
AgSnN
AgSnPd2
AgSnRh2
AgSnS2
AgSnSe2
AgSnTe2
AgTe
AgTe2Au
AgTe3
AgTe3I
AgTeNO5
AgTeO3
AgWS4N
Al(CrB)2
Al(CuRe)2
Al(FeB)2
Al(NCl)3
Al(OF)3
Al(SeCl2)2
Al10V
Al13(CrSi)4
Al2(Zn13Pd3)3
Al20(CoB2)3
Al23O17F35
Al2Ag2Bi2S3Cl8
Al2AgCl5O
Al2Au
Al2B2Ru3
Al2Bi7Ru(BrCl4)2
Al2CO
Al2Cd3N4
Al2Co2O7
Al2CoOs
Al2CoRh
Al2CoTc
Al2CrFe
Al2CrIr
Al2CrTc
Al2CuIr
Al2CuMo
Al2CuNi
Al2CuPd
Al2CuRh
Al2CuTc
Al2FeCu
Al2FeIr
Al2FeNi
Al2FePt
Al2Ge(O2F)2
Al2Hg3Cl8
Al2HgO4
Al2HgS4
Al2HgSe4
Al2HgTe4
Al2IrOs
Al2Mo3C
Al2NiRu
Al2O
Al2Os
Al2OsPd
Al2OsRh
Al2P2H8C2NO8F
Al2Pb3N4
Al2Pd
Al2PdRu
Al2Pt
Al2Re3B
Al2Ru
Al2RuRh
Al2S3
Al2Sb5(Se2Br3)3
Al2Se3
Al2Si2H5C2NO10
Al2Si2H8N2O9
Al2Si3(NiO4)3
Al2Tc2O5
Al2TcAu
Al2TcIr
Al2TcPd
Al2TcRh
Al2Te3
Al2TeSO9
Al2VIr
Al2W
Al2Zn
Al2Zn(SeS)2
Al2Zn3N4
Al3(MoSe2)4
Al3Ag
Al3As
Al3BC
Al3BC3
Al3Bi5Br12
Al3Bi5I12
Al3Cd
Al3Co3Si4
Al3Cr
Al3Cu
Al3Fe
Al3Fe2Si3
Al3Ga
Al3Ge
Al3GeW2
Al3H
Al3Ir
Al3Mo
Al3Ni
Al3P
Al3Sn
Al3Tc
Al3Tc2
Al3Te3I
Al3Tl
Al3V
Al4(BiS4)3
Al4CN3O
Al4CO
Al4Co13Si2(SbO14)2
Al4InAgTe8
Al4Si
Al4Si2Sn13(SbO14)2
Al4SiPd
Al4Te3N2
Al5C3N
Al5Co2
Al5Re24
Al5Rh2
Al5W
Al6Cd4SO12
Al6Ge5
Al6H16C5(Cl2O)6
Al6Ru
Al6W5N16
Al8C3N4
AlAg
AlAg2
AlAgAu2
AlAgB
AlAgF4
AlAgO2
AlAgS2
AlAgSe2
AlAgTe2
AlAs
AlAs2
AlAs3(SeCl)4
AlAs3S5Cl4
AlAsPt5
AlAu
AlAu2
AlAuO2
AlB2
AlB2Pb
AlB2Pb6(OF)7
AlB6H6(CCl3)2
AlBMo
AlBN2
AlBO3
AlBPbO4
AlBW
AlBi
AlBi2Te2BrCl4
AlBi3
AlBiN2
AlBiSe4
AlBiTeCl4
AlBr3
AlBr3N
AlC
AlC3
AlC3NCl3
AlC7IN
AlC8BrO5
AlCNO5
AlCd3
AlCdRh2
AlCdSbTe
AlCl3
AlClO
AlCo
AlCo2Ni
AlCo2Si
AlCo3C
AlCo3Se2ClO8
AlCo4
AlCoN2
AlCoNF6
AlCoW
AlCr2
AlCr2C
AlCr2W
AlCrCo2
AlCrCu2
AlCrFe2
AlCrGe
AlCrN2
AlCrNi
AlCrO3
AlCrOs2
AlCrRu2
AlCrTc2
AlCu
AlCu3
AlCu4SbPb6S2(Cl2O13)2
AlCuAsO5
AlCuAu2
AlCuNi2
AlCuO2
AlCuO4F
AlCuPd2
AlCuPt2
AlCuRh2
AlCuS2
AlCuSe2
AlCuSnSe4
AlCuTe2
AlF3
AlFe
AlFe2Ge
AlFe2Mo
AlFe2Ni
AlFe2Si
AlFe2W
AlFe3
AlFe3B
AlFe3C
AlFe3H
AlFe3O
AlFe4Hg2O2F
AlFeCo2
AlFeIr2
AlFeTc2
AlGa3
AlGaAs2
AlGaCo2
AlGaIr2
AlGaN2
AlGaNi2
AlGaO3
AlGaP2
AlGaPd2
AlGaRu2
AlGaSb2
AlGe3
AlGe3Mo2
AlGeMo
AlGeRu2
AlH2PbO2F3
AlH3
AlH8C2N
AlHO2
AlHg2O2F5
AlI3
AlIO
AlInB
AlInBr4
AlInCl4
AlInCuO4
AlInGaSb3
AlInI4
AlInN2
AlInSb2
AlIr
AlMo3
AlMoN3
AlN
AlNCl4
AlNi
AlNi2As
AlNi2BO5
AlNi3
AlNi3C
AlNiGe
AlNiPt2
AlNiRh2
AlO
AlO2
AlOF3
AlOs
AlP
AlP2
AlP3C3NO9
AlPI8
AlPO5
AlPPd4
AlPS4
AlPb3
AlPd
AlPd2
AlPt
AlPt2
AlPt3C
AlRe
AlRe2
AlReGe
AlReSi
AlReTc2
AlRh
AlRh3
AlRhO3
AlRu
AlRu2W
AlSBr3
AlSBr3N
AlSCl3O2
AlSNCl3
AlSb
AlSb2(TeCl2)2
AlSb5Se5Cl4
AlSbO3
AlSeBr3N
AlSeBr7
AlSi
AlSi2HC6NCl3
AlSiAgO4
AlSiCN
AlSiH9C3Cl2O
AlSiHO4
AlSiMo
AlSiNi2
AlSiP3
AlSiPt6
AlSiRu2
AlSiTc2
AlSn
AlSn3Se2ClO8
AlSnRu2
AlTc2
AlTc2Ge
AlTc2Mo
AlTc2Pb
AlTc2Sb
AlTc2W
AlTeCl7
AlTeH6C2Cl3
AlTl2Cu3Se4
AlTl2OF5
AlTlCl4
AlTlO2
AlTlS2
AlTlSe2
AlV2
AlV2C
AlV2W
AlVCo
AlVCr2
AlVCrC
AlVFeCo
AlVNi
AlVNi2
AlVOs2
AlVPt
AlVRe2
AlVRu2
AlW2C
AlWC
AlWC2
AlWO3
AlZnAu2
AlZnCo2
AlZnCrS4
AlZnCu2
AlZnCu3Se4
AlZnH4O2F5
AlZnIr2
AlZnNi2
AlZnPd2
AlZnRh2
As(BrF2)3
