formula
Ac2CdSn
Ac2GaCu
Ac2IrPd
Ac2NiGe
Ac2S3
Ac2SiHg
Ac2TlIn
Ac2ZnAu
AcAg
AcAl3
AcAu3
AcBr3
AcCd3
AcCe3
AcCl3
AcCu3
AcEu3
AcF3
AcGa3
AcGe3
AcH2
AcHg3
AcHgRh2
AcI3
AcIn3
AcLa
AcMg
AcN
AcOF
AcSi3
AcTe3
AcTiO3
AcY3
AcZn3
Ag12Sn7H16(Se11N2)2
Ag2BBr
Ag2Hg
Ag2Hg7(P4I3)2
Ag2HgI4
Ag2IOF
Ag2S
Ag3Te2Au
Ag6HgGeSe6
AgAs
AgAs(S8F3)2
AgAsS
AgAu
AgB11H6CBr6
AgB2
AgBiSeS
AgCNO
AgCl
AgF
AgH
AgHgSI
AgO
AgPHNO2
AgPbBrO
AgPd2Au
AgRh
AgSbH2C2(NF3)2
AgSbN2
AgSbTeSe
AgSe
AgWS4N
Al2CuTc
Al2FeIr
Al2HgO4
Al2O
Al2OsPd
Al2W
Al2Zn(SeS)2
Al3BC
Al4SiPd
Al4Te3N2
AlAgB
AlAgS2
AlAs
AlAu
AlB2Pb
AlB6H6(CCl3)2
AlBW
AlBi3
AlBiTeCl4
AlCdSbTe
AlCr2W
AlCrOs2
AlFe4Hg2O2F
AlFeRu2
AlGaSb2
AlGeMo
AlInB
AlN
AlNi
AlPd5I2
AlPt
AlRe
AlSb5Se5Cl4
AlSeS2N2Cl5
AlSiCN
AlSn
AlTc2
AlVCrC
As(BrF2)3
As2H2CCl4
As2S2F3
As4C3
AsI5F6
AsIrS
AsP
AsPPt
AsPbClO2
AsRh
AsRuSe
AsS
AsSe
AsSeBr
AuBr
AuC
AuCClO
AuCN
AuCS2Cl3
AuI
AuI3N
AuN
AuNCl3
AuS
B11H11C4SI10NF
B2F3
B2IrCl
BAs
BAu
BBr
BC
BCl2
BH
BH2CO
BMo
BMoWC
BN
BNCl
BOs
BP
BP4(SBr)3
BPd2Br
BPt
BRh2
BS2
BSBr
BSb
BTe2As
BW
Ba(InAu)2
Ba(TeP2)2
Ba24In19N11
Ba2As
Ba2Au(CO)2
Ba2Cd
Ba2Cu(SCl)2
Ba2Fe2Se2OF2
Ba2GaGeN
Ba2LiIn
Ba2MgN2
Ba2Mn2As2O
Ba2PCl
Ba2SbI
Ba2SnS3F2
Ba2Ti2Fe2As4O
Ba2TlAu
Ba2UCo
Ba2ZnAg2(SeO)2
Ba2ZnGa
Ba3(AlSn)2
Ba3Ac
Ba3Bi2
Ba3CuP2Br3O7
Ba3GaSe4Cl
Ba3P2(SeO)4
Ba3P3I2
Ba3Sc4
Ba3SiO
Ba4Li2(CdP2)3
Ba4MgC4(N4F)2
Ba5(Ga3H)2
Ba5In4Te4S7
BaAgSb
BaAgTeF
BaAlGeF
BaAs2Pt
BaAuCl
BaBeGa
BaC
BaCaRu2
BaCaSi
BaCdAsF
BaCe
BaClF
BaCu
BaCuP
BaErCuSe3
BaGe
BaGeAu3
BaHBrO
BaHI
BaHg
BaHg2(ClO)2
BaI2O
BaIBr
BaInGa
BaLi2(MgSi)2
BaLiSb
BaMg
BaN
BaNa
BaNbNO2
BaNbTc2
BaNd
BaNdGaO4
BaO
BaP2(HO)2
BaP3Pt2
BaPb
BaPb2IF5
BaPd
BaRe2Sn
BaS
BaSbSe2F
BaScO2F
BaSi3Pt
BaSiAu
BaSiB
BaSn3Au
BaSr
BaTe
BaTeS3O2
BaTi2Bi2O
BaVSe3
BaVSeS2
BaYbAl2SiN5O2
BaZnSb2
BaZrNi
Be2Ag
Be2BO3F
Be2C
Be2CdP
Be2CoSi
Be2CrIr
Be2HgTe
Be2Mo
Be2Nb3
Be2ReCl
Be2TlF5
Be3Si3C4SO12
Be3Tc
Be5(Al2Fe)2
BeAgPO4
BeAsRu2
BeAu
BeBIr2
BeC2
BeCo2P
BeCuPd2
BeFe2Si
BeGe2Te
BeGeB
BeH
