formula
Ac2CdSn
Ac2GaCu
Ac2IrPd
Ac2NiGe
Ac2S3
Ac2SiHg
Ac2TlIn
Ac2ZnAu
Ac3In
Ac3Pa
AcAg
AcAg2Sn
AcAl3
AcAu3
AcBr3
AcCd3
AcCe3
AcCl3
AcClO
AcCu3
AcDy3
AcEu3
AcF3
AcGa3
AcGe3
AcH2
AcHg3
AcI3
AcIn3
AcLa
AcMg
AcN
AcOF
AcPm3
AcSe3
AcSi3
AcTe3
AcTh3
AcTiO3
AcYbMg2
AcYbRh2
AcZn3
Ag12Sn7H16(Se11N2)2
Ag2BBr
Ag2BrNO3
Ag2C4Br3N
Ag2H2IOF
Ag2Hg7(As2I3)2
Ag2Hg7(P4I3)2
Ag2IOF
Ag2Te
Ag3AuSeS
Ag3SI
Ag4S(NO)2
Ag5Hg4P8Cl5
Ag6Ge(S2Cl)2
AgAs
AgAsS
AgAsSe
AgAu
AgB11H6CBr6
AgB2
AgBiSCl2
AgBiSeS
AgBiTe3Pb
AgC
AgCSN
AgCl
AgF
AgH
AgHg
AgHgSI
AgI
AgIr
AgN
AgO
AgP(OF)2
AgP2
AgPHNO2
AgPbBrO
AgPd
AgRh
AgSbC2N2(ClF3)2
AgSbTeSe
AgSe
AgSe3I
AgTe3I
Al(CuRe)2
Al2CuTc
Al2Mo3C
Al2Ru
Al2Sb5(Se2Br3)3
Al2Se3
Al2Zn(SeS)2
Al3BC
Al3GeW2
Al3Te3I
Al4SiPd
Al6H16C5(Cl2O)6
AlAg
AlAgB
AlAgS2
AlAs
AlAs3S5Cl4
AlAu
AlB2
AlBMo
AlBO3
AlBi
AlBiTeCl4
AlC
AlC7IN
AlCd3
AlCdSbTe
AlClO
AlCo
AlCoW
AlCr2
AlCrGe
AlCrRu2
AlCu
AlCu3HgSe4
AlFe2
AlFe4Hg2O2F
AlGe3Mo2
AlInB
AlInGaSb3
AlInI4
AlIr
AlN
AlO
AlOs
AlP
AlPPd4
AlPPt5
AlPt
AlRe
AlReSi
AlRh
AlSBr3
AlSb
AlSb5Se5Cl4
AlSeS2N2Cl5
AlSi
AlSn
AlTc2
AlTeH6C2Br3
AlV2
AlVCo
AlVPt
AlWC
As2C4S2O
As2H2CCl4
As2Pt
As2S2F3
As2W
As4C3
As4H6(CO)3
As8H2CS10(N10Cl)2
AsBr3
AsCClO2F3
AsCl3
AsH2C2NCl2O
AsI3
AsI5F6
AsIrS
AsO2
AsP
AsPHBr3OF6
AsPPt
AsPb2S3I
AsPb3
AsRh
AsRu
AsRuSe
AsS
AsS3(ClF2)3
AsSe
AsSe6IF6
AsSeBr
AsSeI
AuBr
AuC
AuCS2Cl3
AuCl2
AuClO
AuI
AuI3N
AuN
AuS
AuSe
AuSeBr
B11H11C4SI10NF
B2Mo3
B2O
B2PCl2
B2Ru
B3Ru7
B5I
B8P2H18IrC8Cl
BAs
BAu
BAu3
BBr
BC
BC5
BCl2
BF2
BH
BH(PbO2)2
BH2NCl2
BHN4
BHO2
BIr
BMo
BMoWC
BN
BNCl
BOs
BP
BP4(SI)3
BPBr2NCl3
BPd2
BPt
BRh
BS2
BS2N2OF7
BSBr
BSb
BSe2
BTe2As
BW
Ba(AgS)2
Ba(AgSn)2
Ba(Cu3As)2
Ba(InAu)2
Ba(LuS2)2
Ba(P2Au)2
Ba(SbAu)2
Ba(ScTe2)2
Ba12Na15Li8N6
Ba13Si6(Sn4As11)2
Ba16Ca2HC12N25O4
Ba2AgBi
Ba2As
Ba2AsSe4O3
Ba2Au(CO)2
Ba2Br2F
Ba2Cu(SCl)2
Ba2CuIO2
Ba2Fe2Se2OF2
Ba2GaGeN
Ba2H3I
Ba2HI2
Ba2In
Ba2LiTl
Ba2Mn2As2O
Ba2MnTeSe2
Ba2PCl
Ba2PPd2
Ba2Pd(OF)2
Ba2Sb
Ba2ScFeAsO3
Ba2Tl2Zn2Cr3O10
Ba2UCo
